season,posteam,run_location,run_gap,carries,yoe_per_carry,stuff_rate
2020,LA,left,guard,41,1.551099695810458,0.14634146341463414
2020,LA,left,tackle,61,-0.2501409447095436,0.19672131147540983
2020,LA,middle,guard,93,-0.1621528575497291,0.17204301075268819
2020,LA,right,end,67,0.0536233289028281,0.2537313432835821
2020,LA,right,guard,50,-0.3447488510608675,0.2
2020,LA,right,tackle,80,0.8699998863041399,0.1
2020,LAC,left,end,41,-0.4349184501461867,0.14634146341463414
2020,LAC,left,guard,44,-0.255169846794822,0.2727272727272727
2020,LAC,left,tackle,44,-0.7105202823877335,0.20454545454545456
2020,LAC,middle,guard,127,-0.19932914930065782,0.2047244094488189
2020,LAC,right,end,51,-0.32413811777152285,0.19607843137254902
2020,LAC,right,guard,47,0.07759282753822708,0.10638297872340426
2020,LAC,right,tackle,37,-0.7706708054284783,0.16216216216216217
2020,LV,left,end,25,1.8985980892181396,0.12
2020,LV,left,guard,84,-0.2228590168413667,0.10714285714285714
2020,LV,left,tackle,34,-1.391729796634001,0.3235294117647059
2020,LV,middle,guard,68,0.22288544081589773,0.11764705882352941
2020,LV,right,end,32,-0.06299039721488953,0.28125
2020,LV,right,guard,112,0.07488499076238712,0.1875
2020,LV,right,tackle,42,-0.5610756647019162,0.19047619047619047
2020,MIA,left,end,15,1.4821844975153602,0.2
2020,MIA,left,guard,45,-0.3474377804332307,0.17777777777777778
2020,MIA,left,tackle,30,-0.2769124815861388,0.23333333333333334
2020,MIA,middle,guard,146,-0.41166096292946447,0.1780821917808219
2020,MIA,right,end,18,-0.04167026943630662,0.3333333333333333
2020,MIA,right,guard,65,0.048985890700267216,0.16923076923076924
2020,MIA,right,tackle,29,0.1904882398144949,0.06896551724137931
2020,MIN,left,end,59,1.5871374708111001,0.15254237288135594
2020,MIN,left,guard,66,-0.19881207924900643,0.16666666666666666
2020,MIN,left,tackle,65,1.046886857656332,0.09230769230769231
2020,MIN,middle,guard,87,0.802033548039952,0.1839080459770115
2020,MIN,right,end,42,0.5139464352812089,0.19047619047619047
2020,MIN,right,guard,53,0.1351261262623765,0.18867924528301888
2020,MIN,right,tackle,63,1.3739014286843558,0.06349206349206349
2020,NE,left,end,49,0.2908517097940249,0.20408163265306123
2020,NE,left,guard,47,0.4262409806251526,0.1702127659574468
2020,NE,left,tackle,27,1.2453921724248813,0.1111111111111111
2020,NE,middle,guard,107,-0.07438832660701797,0.16822429906542055
2020,NE,right,end,31,-0.047936039586220974,0.0967741935483871
2020,NE,right,guard,51,1.3673791973029867,0.0392156862745098
