season,receiver_player_id,receiver_full_name,receiver_position,posteam,receptions,yac,yac_exp,yac_oe_total,yac_oe_per_rec
2022,00-0035208,Olamide Zaccheaus,WR,ATL,40,29.93993404507637,169.7328701019287,-139.79293605685234,-3.4948234014213084
2022,00-0035216,Diontae Johnson,WR,PIT,86,58.627367585897446,330.3181983232498,-271.69083073735237,-3.1591957062482834
2022,00-0035229,T.J. Hockenson,TE,DET,26,19.196666106581688,114.01024982333183,-94.81358371675014,-3.6466762967980824
2022,00-0035229,T.J. Hockenson,TE,MIN,60,44.43897870182991,294.89289047569036,-250.45391177386045,-4.174231862897674
2022,00-0035250,Devin Singletary,RB,BUF,38,22.869942605495453,280.2073596715927,-257.33741706609726,-6.772037291213086
2022,00-0035261,Tony Pollard,RB,DAL,39,26.695429384708405,300.4226315021515,-273.7272021174431,-7.018646208139566
2022,00-0035500,Greg Dortch,WR,ARI,52,40.50979867577553,264.85144624114037,-224.34164756536484,-4.314262453180093
2022,00-0035535,Darius Slayton,WR,NYG,46,31.908204078674316,184.9132535159588,-153.00504943728447,-3.3261967268974884
2022,00-0035639,Parris Campbell,WR,IND,63,46.88600569963455,284.7239935398102,-237.83798784017563,-3.775206156193264
2022,00-0035640,DK Metcalf,WR,SEA,90,59.433060586452484,346.18038745212834,-286.74732686567586,-3.186081409618621
2022,00-0035644,Noah Fant,TE,SEA,50,31.982245847582817,242.89974810928106,-210.91750226169825,-4.218350045233965
2022,00-0035659,Terry McLaurin,WR,WAS,77,54.35951542854309,329.3625848144293,-275.0030693858862,-3.5714684335829374
2022,00-0035662,Marquise Brown,WR,ARI,67,47.97314953804016,297.30494940280914,-249.33179986476898,-3.7213701472353575
2022,00-0035676,A.J. Brown,WR,PHI,88,57.45380547642708,355.6492879241705,-298.1954824477434,-3.388585027815266
2022,00-0035685,David Montgomery,RB,CHI,34,26.515189945697784,242.7488694190979,-216.23367947340012,-6.359814102158827
2022,00-0035689,Dawson Knox,TE,BUF,48,32.89529970288277,227.31062236742582,-194.41532266454305,-4.05031922217798
2022,00-0035700,Josh Jacobs,RB,LV,53,37.17639082670212,407.78971219062805,-370.61332136392593,-6.992704176677848
2022,00-0035719,Deebo Samuel,WR,SF,56,37.977946519851685,333.5000053048134,-295.5220587849617,-5.27717962116003
2022,00-0036040,Juwan Johnson,TE,NO,42,32.89455935359001,166.5985605046153,-133.7040011510253,-3.183428598833936
2022,00-0036165,Isaiah Hodgins,WR,NYG,33,22.871749848127365,107.94533509016037,-85.073585242033,-2.5779874315767577
2022,00-0036182,Nick Westbrook-Ikhine,WR,TEN,25,20.22406193614006,90.14016562700272,-69.91610369086266,-2.796644147634506
2022,00-0036196,Gabe Davis,WR,BUF,48,31.726440206170082,192.2581333220005,-160.53169311583042,-3.344410273246467
2022,00-0036223,Jonathan Taylor,RB,IND,28,20.875223755836487,253.57908964157104,-232.70386588573456,-8.310852353061948
2022,00-0036232,Harrison Bryant,TE,CLE,31,20.627361312508583,166.4072413444519,-145.77988003194332,-4.702576775223978
2022,00-0036233,Donovan Peoples-Jones,WR,CLE,61,45.43734112381935,228.4034904241562,-182.96614930033684,-2.999445070497325
2022,00-0036244,Colby Parkinson,TE,SEA,25,15.740610152482986,121.40392848476768,-105.66331833228469,-4.226532733291387
2022,00-0036252,Michael Pittman,WR,IND,99,74.3832850754261,417.68112695403397,-343.29784187860787,-3.4676549684707867
2022,00-0036259,Jauan Jennings,WR,SF,35,30.47555112838745,144.95829796791077,-114.48274683952332,-3.2709356239863805
2022,00-0036261,Brandon Aiyuk,WR,SF,78,51.593602538108826,325.4125329256058,-273.81893038749695,-3.510499107532012
2022,00-0036265,A.J. Dillon,RB,GB,28,18.841592609882355,204.66542887687683,-185.82383626699448,-6.636565580964088
2022,00-0036268,Laviska Shenault,WR,CAR,27,16.30118913948536,209.92356824874878,-193.62237910926342,-7.171199226269016
2022,00-0036271,Quez Watkins,WR,PHI,33,21.527955412864685,192.06071853637695,-170.53276312351227,-5.167659488591281
2022,00-0036275,D'Andre Swift,RB,DET,48,34.317311346530914,425.6949577331543,-391.3776463866234,-8.153700966387987
2022,00-0036290,Cole Kmet,TE,CHI,50,35.67317220568657,241.7684103101492,-206.09523810446262,-4.121904762089253
2022,00-0036309,Darnell Mooney,WR,CHI,40,28.437722384929657,185.30456164479256,-156.8668392598629,-3.9216709814965727
2022,00-0036322,Justin Jefferson,WR,MIN,128,89.5957693606615,550.9339809730882,-461.3382116124267,-3.6042047782220834
2022,00-0036326,Chase Claypool,WR,PIT,32,23.708154410123825,113.09311369992793,-89.3849592898041,-2.793279977806378
2022,00-0036328,Antonio Gibson,RB,WAS,46,30.744485676288605,315.0850636959076,-284.340578019619,-6.181316913469978
2022,00-0036331,Devin Duvernay,WR,BAL,37,23.067339092493057,179.72909331321716,-156.6617542207241,-4.234101465424976
2022,00-0036345,K.J. Osborn,WR,MIN,60,44.85150560736656,263.7355574090034,-218.88405180163682,-3.6480675300272805
2022,00-0036358,CeeDee Lamb,WR,DAL,107,75.12283305823803,481.61954955756664,-406.4967164993286,-3.7990347336385852
2022,00-0036407,Jerry Jeudy,WR,DEN,67,47.97811569273472,299.3413874208927,-251.363271728158,-3.7516906228083284
2022,00-0036410,Tee Higgins,WR,CIN,74,45.36140635609627,294.8103443235159,-249.44893796741962,-3.370931594154319
2022,00-0036493,Deon Jackson,RB,IND,30,22.407295241951942,225.87783789634705,-203.4705426543951,-6.78235142181317
2022,00-0036554,Nico Collins,WR,HOU,37,27.12406411767006,149.50349371135235,-122.37942959368229,-3.3075521511806025
2022,00-0036613,Jaylen Waddle,WR,MIA,75,54.17395120859146,328.39900830201805,-274.2250570934266,-3.6563340945790213
2022,00-0036637,Noah Gray,TE,KC,28,16.351395845413208,164.4372212588787,-148.0858254134655,-5.288779479052339
2022,00-0036862,Ben Skowronek,WR,LA,39,27.296627268195152,185.63808298110962,-158.34145571291447,-4.060037325972166
2022,00-0036875,Rhamondre Stevenson,RB,NE,69,51.659783482551575,551.3464248478413,-499.6866413652897,-7.241835382105648
2022,00-0036876,Kylen Granson,TE,IND,31,22.93045461177826,147.68248653411865,-124.7520319223404,-4.024259094269045
2022,00-0036893,Najee Harris,RB,PIT,41,28.310255855321884,281.67857986688614,-253.36832401156425,-6.17971521979425
2022,00-0036894,Pat Freiermuth,TE,PIT,63,49.03643909096718,269.6173232262954,-220.58088413532823,-3.5012838751639404
2022,00-0036900,Ja'Marr Chase,WR,CIN,87,57.83492825180292,381.4953958541155,-323.66046760231256,-3.720235259796696
2022,00-0036912,DeVonta Smith,WR,PHI,95,66.0241167396307,451.22486394643784,-385.20074720680714,-4.054744707440075
2022,00-0036924,Michael Carter,RB,NYJ,41,31.04776355624199,280.6367416381836,-249.5889780819416,-6.087536050779063
2022,00-0036936,Rondale Moore,WR,ARI,41,30.83777952194214,230.03923797607422,-199.20145845413208,-4.858572157417856
2022,00-0036955,Terrace Marshall,WR,CAR,28,22.608708143234253,97.4344944357872,-74.82578629255295,-2.6723495104483197
2022,00-0036963,Amon-Ra St. Brown,WR,DET,106,72.66588793694973,482.8328985348344,-410.16701059788465,-3.8695000999800437
2022,00-0036970,Kyle Pitts,TE,ATL,28,18.730619609355927,120.0987624078989,-101.36814279854298,-3.6202908142336776
2022,00-0036973,Travis Etienne,RB,JAX,35,25.024721831083298,300.11182260513306,-275.08710077404976,-7.859631450687136
2022,00-0036980,Elijah Moore,WR,NYJ,37,28.8172764480114,148.39264273643494,-119.57536628842354,-3.2317666564438796
2022,00-0036988,Josh Palmer,WR,LAC,72,51.090916365385056,325.45638493448496,-274.3654685690999,-3.8106315079041653
2022,00-0037228,Jaylen Warren,RB,PIT,28,21.471693366765976,199.78488206863403,-178.31318870186806,-6.368328167923859
2022,00-0037238,Drake London,WR,ATL,72,53.02666753530502,283.2494100369513,-230.22274250164628,-3.1975380903006427
2022,00-0037239,Chris Olave,WR,NO,72,54.92551103234291,265.8981362581253,-210.9726252257824,-2.9301753503580885
2022,00-0037247,George Pickens,WR,PIT,52,39.21835067868233,175.52276078611612,-136.3044101074338,-2.6212386559121885
2022,00-0037252,Greg Dulcich,TE,DEN,33,23.141476333141327,146.11848545074463,-122.9770091176033,-3.726576033866767
2022,00-0037256,Rachaad White,RB,TB,50,35.199882328510284,384.09614181518555,-348.89625948667526,-6.977925189733505
2022,00-0037258,Dameon Pierce,RB,HOU,30,19.97761234641075,247.20049314200878,-227.22288079559803,-7.574096026519935
2022,00-0037545,Rashid Shaheed,WR,NO,28,18.106661796569824,135.01801419258118,-116.91135239601135,-4.175405442714691
2022,00-0037664,Alec Pierce,WR,IND,41,32.13403680920601,146.94894069433212,-114.81490388512611,-2.80036350939332
2022,00-0037740,Garrett Wilson,WR,NYJ,82,61.40001767873764,323.78502756357193,-262.3850098848343,-3.1998171937174913
2022,00-0037741,Jahan Dotson,WR,WAS,35,25.46326592564583,113.03778909146786,-87.57452316582203,-2.5021292333092005
2022,00-0037742,Treylon Burks,WR,TEN,33,22.32434419170022,149.80053943395615,-127.47619524225593,-3.8629150073410887
2022,00-0037744,Trey McBride,TE,ARI,29,19.970345705747604,127.0611355304718,-107.0907898247242,-3.6927858560249724
2022,00-0037755,Jelani Woods,TE,IND,25,18.0268135368824,94.28748428821564,-76.26067075133324,-3.05042683005333
2022,00-0037809,Chigoziem Okonkwo,TE,TEN,32,21.45684704184532,165.27019667625427,-143.81334963440895,-4.49416717607528
2022,00-0037816,Romeo Doubs,WR,GB,42,25.836328487843275,221.7730201072991,-195.93669161945581,-4.665159324272757
2022,00-0037838,Isaiah Likely,TE,BAL,36,27.94348242878914,157.0649848729372,-129.12150244414806,-3.5867084012263346
2022,00-0038115,Daniel Bellinger,TE,NYG,30,19.71823340654373,151.4492575675249,-131.73102416098118,-4.391034138699372
2022,00-0038124,Christian Watson,WR,GB,41,26.823864694684744,204.59710590168834,-177.7732412070036,-4.335932712365941
2022,00-0038129,Cade Otton,TE,TB,42,31.47432368993759,173.15302991867065,-141.67870622873306,-3.3733025292555494
2022,00-0038134,Kenneth Walker,RB,SEA,27,18.01020497083664,237.96948337554932,-219.95927840471268,-8.146639940915284
2023,00-0030035,Adam Thielen,WR,CAR,103,340,402.1685370951891,-62.168537095189095,-0.6035780300503798
2023,00-0030061,Zach Ertz,TE,ARI,27,46,117.80238342285156,-71.80238342285156,-2.6593475341796875
2023,00-0030279,Keenan Allen,WR,LAC,108,396,457.8379538729787,-61.83795387297869,-0.5725736469720251
2023,00-0030431,Robert Woods,WR,HOU,40,126,179.54359279572964,-53.54359279572964,-1.338589819893241
2023,00-0030506,Travis Kelce,TE,KC,93,470,470.20365875959396,-0.20365875959396362,-0.002189879135419241
2023,00-0030564,DeAndre Hopkins,WR,TEN,75,223,275.5119213864673,-52.51192138646729,-0.7001589518195641
2023,00-0031235,Odell Beckham Jr.,WR,BAL,35,155,124.86365111172199,30.136348888278008,0.8610385396650864
2023,00-0031236,Brandin Cooks,WR,DAL,54,125,203.03236592933536,-78.03236592933536,-1.4450438135062105
2023,00-0031260,Logan Thomas,TE,WAS,55,229,227.73187303892337,1.2681269610766321,0.023056853837756738
2023,00-0031376,Jerick McKinnon,RB,KC,25,219,210.96321773529053,8.036782264709473,0.3214712905883789
2023,00-0031381,Davante Adams,WR,LV,103,336,392.9829708891921,-56.982970889192075,-0.5532327270795341
2023,00-0031408,Mike Evans,WR,TB,79,322,261.01520835608244,60.98479164391756,0.7719593878976905
2023,00-0031428,Allen Robinson,WR,PIT,34,68,127.64428210258484,-59.64428210258484,-1.7542435912524954
2023,00-0031544,Amari Cooper,WR,CLE,72,271,239.45513605326414,31.54486394673586,0.4381231103713318
2023,00-0031547,DeVante Parker,WR,NE,33,126,147.05061745643616,-21.050617456436157,-0.6378974986798834
2023,00-0031549,Nelson Agholor,WR,BAL,35,141,144.56269475072622,-3.562694750726223,-0.10179127859217817
2023,00-0031588,Stefon Diggs,WR,BUF,107,399,469.71403024345636,-70.71403024345636,-0.6608787873220217
2023,00-0031610,Darren Waller,TE,NYG,52,211,218.734642714262,-7.734642714262009,-0.14874312912042334
2023,00-0031687,Raheem Mostert,RB,MIA,25,213,226.92896115779877,-13.928961157798767,-0.5571584463119509
2023,00-0032211,Tyler Lockett,WR,SEA,79,210,309.9741188585758,-99.97411885857582,-1.2654951754250103
2023,00-0032392,Austin Hooper,TE,LV,25,142,115.2814826965332,26.718517303466797,1.0687406921386722
2023,00-0032464,Kalif Raymond,WR,DET,35,214,181.55104851722717,32.44895148277283,0.9271128995077952
2023,00-0032764,Derrick Henry,RB,TEN,28,275,259.0089976787567,15.991002321243286,0.5711072257586896
2023,00-0032765,Michael Thomas,WR,NO,39,100,139.08747112751007,-39.08747112751007,-1.0022428494233344
2023,00-0032775,Demarcus Robinson,WR,LA,26,89,91.96455433219671,-2.9645543321967125,-0.11402132046910413
2023,00-0033009,Tyler Boyd,WR,CIN,67,279,302.44143924862146,-23.441439248621464,-0.34987222759136594
2023,00-0033040,Tyreek Hill,WR,MIA,119,652,610.2221527639776,41.77784723602235,0.351074346521196
2023,00-0033045,Ezekiel Elliott,RB,NE,51,374,404.0777497291565,-30.077749729156494,-0.5897597986109108
2023,00-0033090,Hunter Henry,TE,NE,42,78,160.30500146746635,-82.30500146746635,-1.9596428920825324
2023,00-0033110,Tyler Higbee,TE,LA,47,246,224.77366770990193,21.22633229009807,0.4516240912786828
2023,00-0033280,Christian McCaffrey,RB,SF,67,461,450.9969511311501,10.003048868849874,0.1492992368485051
2023,00-0033282,Curtis Samuel,WR,WAS,62,260,283.1198375672102,-23.119837567210197,-0.3729006059227451
2023,00-0033288,George Kittle,TE,SF,65,483,302.25040927529335,180.74959072470665,2.780762934226256
2023,00-0033293,Aaron Jones,RB,GB,30,271,251.74719643592834,19.252803564071655,0.6417601188023889
2023,00-0033307,Kendrick Bourne,WR,NE,37,203,146.75841557607055,56.24158442392945,1.5200428222683635
2023,00-0033526,Samaje Perine,RB,DEN,50,462,365.8440752029419,96.1559247970581,1.9231184959411625
2023,00-0033553,James Conner,RB,ARI,27,221,229.5836894363165,-8.58368943631649,-0.31791442356727845
2023,00-0033591,Noah Brown,WR,HOU,33,223,133.90483114123344,89.09516885876656,2.699853601780805
2023,00-0033699,Austin Ekeler,RB,LAC,51,521,429.165878534317,91.83412146568298,1.8006690483467243
2023,00-0033857,JuJu Smith-Schuster,WR,NE,29,94,129.4779782705009,-35.4779782705009,-1.2233785610517554
2023,00-0033858,Jonnu Smith,TE,ATL,50,357,245.91940919309855,111.08059080690145,2.2216118161380285
2023,00-0033881,Evan Engram,TE,JAX,114,516,561.5933330357075,-45.593333035707474,-0.39994151785708276
2023,00-0033885,David Njoku,TE,CLE,81,599,400.77741491794586,198.22258508205414,2.447192408420422
2023,00-0033891,Zay Jones,WR,JAX,34,51,115.79701009392738,-64.79701009392738,-1.905794414527276
2023,00-0033895,Gerald Everett,TE,LAC,51,275,262.6550304889679,12.344969511032104,0.24205822570651198
2023,00-0033897,Joe Mixon,RB,CIN,52,463,428.6374787092209,34.362521290779114,0.6608177171303674
2023,00-0033906,Alvin Kamara,RB,NO,75,501,569.5090413093567,-68.50904130935669,-0.9134538841247555
2023,00-0033908,Cooper Kupp,WR,LA,59,322,241.81746181845665,80.18253818154335,1.3590260708736157
2023,00-0033921,Chris Godwin,WR,TB,83,376,355.367121219635,20.63287878036499,0.24858890096825303
2023,00-0033943,Josh Reynolds,WR,DET,40,173,168.26843030564487,4.73156969435513,0.11828924235887829
2023,00-0034270,Tyler Conklin,TE,NYJ,61,246,271.20004665851593,-25.20004665851593,-0.4131155189920642
2023,00-0034348,Courtland Sutton,WR,DEN,59,156,199.8672258220613,-43.8672258220613,-0.7435123020688355
2023,00-0034351,Dallas Goedert,TE,PHI,59,319,318.09476245194674,0.9052375480532646,0.015343009289037991
2023,00-0034383,Dalton Schultz,TE,HOU,59,259,259.03744780272245,-0.03744780272245407,-6.347085207195869e-4
2023,00-0034386,Justin Watson,WR,KC,27,47,96.44751450791955,-49.44751450791955,-1.8313894262192425
2023,00-0034419,Braxton Berrios,WR,MIA,27,85,128.38827327173203,-43.38827327173203,-1.6069730841382235
2023,00-0034613,Tanner Hudson,TE,CIN,39,148,192.5926296710968,-44.5926296710968,-1.1434007607973542
2023,00-0034646,Brandon Powell,WR,MIN,29,104,119.65684098005295,-15.656840980052948,-0.5398910682776876
2023,00-0034753,Mark Andrews,TE,BAL,45,217,187.98183954507113,29.018160454928875,0.6448480101095304
2023,00-0034764,Michael Gallup,WR,DAL,34,104,141.8141754567623,-37.814175456762314,-1.1121816310812447
2023,00-0034775,Christian Kirk,WR,JAX,57,247,251.71087180823088,-4.710871808230877,-0.08264687382861162
2023,00-0034777,D.J. Chark,WR,CAR,35,84,114.39428923279047,-30.39428923279047,-0.8684082637940138
2023,00-0034798,Durham Smythe,TE,MIA,35,139,159.43930184841156,-20.43930184841156,-0.5839800528117589
2023,00-0034827,D.J. Moore,WR,CHI,96,539,417.6757333278656,121.3242666721344,1.2637944445014
2023,00-0034829,Mike Gesicki,TE,NE,29,88,111.46007731556892,-23.460077315568924,-0.80896818329548
2023,00-0034837,Calvin Ridley,WR,JAX,76,194,278.4614765793085,-84.46147657930851,-1.1113352181487965
2023,00-0034844,Saquon Barkley,RB,NYG,41,226,296.7381791472435,-70.7381791472435,-1.7253214426156953
2023,00-0034960,Jakobi Meyers,WR,LV,71,242,283.6107558235526,-41.61075582355261,-0.5860669834303187
2023,00-0034972,Alexander Mattison,RB,MIN,30,181,224.60551583766937,-43.60551583766937,-1.4535171945889789
2023,00-0034975,Justice Hill,RB,BAL,28,237,245.02900862693787,-8.029008626937866,-0.2867503081049242
2023,00-0034983,Hunter Renfrow,WR,LV,25,152,120.62727212905884,31.372727870941162,1.2549091148376479
2023,00-0035216,Diontae Johnson,WR,PIT,51,254,184.71806451678276,69.28193548321724,1.3584693232003375
2023,00-0035229,T.J. Hockenson,TE,MIN,95,336,431.2397266551852,-95.23972665518522,-1.0025234384756336
2023,00-0035243,Miles Sanders,RB,CAR,27,158,189.80939722061157,-31.809397220611572,-1.178125822985614
2023,00-0035250,Devin Singletary,RB,HOU,30,223,241.46374106407166,-18.463741064071655,-0.6154580354690552
2023,00-0035261,Tony Pollard,RB,DAL,55,321,429.2482190132141,-108.24821901321411,-1.968149436603892
2023,00-0035329,Donald Parham,TE,LAC,27,126,118.10307252407074,7.89692747592926,0.29247879540478766
2023,00-0035341,Trenton Irwin,WR,CIN,25,110,94.28393530845642,15.716064691543579,0.628642587661743
2023,00-0035535,Darius Slayton,WR,NYG,50,298,186.81210082769394,111.18789917230606,2.223757983446122
2023,00-0035640,DK Metcalf,WR,SEA,66,367,226.53606070578098,140.46393929421902,2.128241504457865
2023,00-0035644,Noah Fant,TE,SEA,32,177,149.6420750617981,27.357924938201904,0.8549351543188095
2023,00-0035659,Terry McLaurin,WR,WAS,79,350,347.82140967901796,2.178590320982039,0.027577092670657843
2023,00-0035662,Marquise Brown,WR,ARI,51,164,189.630607098341,-25.630607098340988,-0.5025609234968822
2023,00-0035676,A.J. Brown,WR,PHI,106,473,427.9601808190346,45.039819180965424,0.4249039545374096
2023,00-0035700,Josh Jacobs,RB,LV,37,293,275.79775524139404,17.202244758605957,0.4649255340163775
2023,00-0035719,Deebo Samuel,WR,SF,60,527,329.1761004626751,197.8238995373249,3.2970649922887496
2023,00-0036040,Juwan Johnson,TE,NO,37,145,155.8026228994131,-10.802622899413109,-0.2919627810652189
2023,00-0036182,Nick Westbrook-Ikhine,WR,TEN,28,107,95.69861079379916,11.301389206200838,0.40362104307860136
2023,00-0036196,Gabe Davis,WR,BUF,45,180,156.2343558818102,23.76564411818981,0.5281254248486627
2023,00-0036244,Colby Parkinson,TE,SEA,25,86,95.83286064863205,-9.83286064863205,-0.3933144259452823
2023,00-0036251,Zack Moss,RB,IND,27,189,190.65925681591034,-1.6592568159103394,-0.06145395614482725
2023,00-0036252,Michael Pittman,WR,IND,109,513,472.99160701036453,40.00839298963547,0.367049476969133
2023,00-0036261,Brandon Aiyuk,WR,SF,75,362,285.8196524232626,76.1803475767374,1.0157379676898324
2023,00-0036275,D'Andre Swift,RB,PHI,39,267,332.44015765190125,-65.44015765190125,-1.6779527603051596
2023,00-0036290,Cole Kmet,TE,CHI,73,290,317.76925312541425,-27.769253125414252,-0.3804007277454013
2023,00-0036309,Darnell Mooney,WR,CHI,31,181,140.42556637525558,40.574433624744415,1.3088526975724002
2023,00-0036322,Justin Jefferson,WR,MIN,68,260,277.18496569246054,-17.184965692460537,-0.25272008371265514
2023,00-0036328,Antonio Gibson,RB,WAS,48,377,401.9366912841797,-24.936691284179688,-0.5195144017537437
2023,00-0036345,K.J. Osborn,WR,MIN,48,185,224.28128416463733,-39.28128416463733,-0.8183600867632776
2023,00-0036358,CeeDee Lamb,WR,DAL,135,680,587.0347791947424,92.96522080525756,0.6886312652241295
2023,00-0036407,Jerry Jeudy,WR,DEN,54,323,245.86181431543082,77.13818568456918,1.4284849200846148
2023,00-0036410,Tee Higgins,WR,CIN,42,235,140.0574285387993,94.94257146120071,2.260537415742874
2023,00-0036550,Rashod Bateman,WR,BAL,32,59,122.41998671740294,-63.419986717402935,-1.9818745849188417
2023,00-0036554,Nico Collins,WR,HOU,80,549,370.54044358432293,178.45955641567707,2.2307444551959636
2023,00-0036555,Chuba Hubbard,RB,CAR,39,269,294.47102212905884,-25.471022129058838,-0.6531031315143294
2023,00-0036613,Jaylen Waddle,WR,MIA,72,421,365.78026336431503,55.21973663568497,0.7669407866067356
2023,00-0036637,Noah Gray,TE,KC,28,133,144.68787428736687,-11.687874287366867,-0.4174240816916736
2023,00-0036849,Tutu Atwell,WR,LA,39,104,158.17285273969173,-54.172852739691734,-1.3890475061459417
2023,00-0036875,Rhamondre Stevenson,RB,NE,38,261,301.3744566440582,-40.37445664405823,-1.0624857011594264
2023,00-0036876,Kylen Granson,TE,IND,30,128,137.43951225280762,-9.439512252807617,-0.31465040842692066
2023,00-0036893,Najee Harris,RB,PIT,29,175,207.6844596862793,-32.6844596862793,-1.1270503340096307
2023,00-0036894,Pat Freiermuth,TE,PIT,32,145,136.45633655786514,8.543663442134857,0.2669894825667143
2023,00-0036900,Ja'Marr Chase,WR,CIN,100,541,497.729949593544,43.270050406455994,0.4327005040645601
2023,00-0036912,DeVonta Smith,WR,PHI,81,294,349.08935007452965,-55.08935007452965,-0.6801154330188853
2023,00-0036913,Kadarius Toney,WR,KC,27,128,167.00759679079056,-39.00759679079056,-1.4447258070663171
2023,00-0036919,Kenneth Gainwell,RB,PHI,30,175,220.00824213027954,-45.00824213027954,-1.5002747376759848
2023,00-0036936,Rondale Moore,WR,ARI,40,216,233.40263485908508,-17.402634859085083,-0.4350658714771272
2023,00-0036963,Amon-Ra St. Brown,WR,DET,119,668,558.697844851762,109.30215514823794,0.9185055054473781
2023,00-0036970,Kyle Pitts,TE,ATL,53,134,198.4949730038643,-64.49497300386429,-1.2168862830917793
2023,00-0036973,Travis Etienne,RB,JAX,58,523,483.30364418029785,39.69635581970215,0.6844199279258993
2023,00-0036980,Elijah Moore,WR,CLE,59,191,239.06593096256256,-48.06593096256256,-0.8146767959756368
2023,00-0036988,Josh Palmer,WR,LAC,38,196,161.40350472927094,34.596495270729065,0.910434086071818
2023,00-0036997,Javonte Williams,RB,DEN,47,301,408.4897952079773,-107.4897952079773,-2.2870169193186656
2023,00-0037197,Isiah Pacheco,RB,KC,44,359,401.2557073831558,-42.25570738315582,-0.9603569859808134
2023,00-0037228,Jaylen Warren,RB,PIT,61,482,513.453535079956,-31.453535079956055,-0.5156317226222296
2023,00-0037238,Drake London,WR,ATL,69,188,245.81177513301373,-57.811775133013725,-0.837851813521938
2023,00-0037239,Chris Olave,WR,NO,87,347,341.6006763353944,5.3993236646056175,0.06206119154719124
2023,00-0037247,George Pickens,WR,PIT,63,388,233.60049617290497,154.39950382709503,2.4507857750332547
2023,00-0037248,James Cook,RB,BUF,44,398,333.35354644060135,64.64645355939865,1.469237580895424
2023,00-0037256,Rachaad White,RB,TB,64,611,506.6983151435852,104.3016848564148,1.6297138258814812
2023,00-0037261,Khalil Shakir,WR,BUF,39,282,161.43924868106842,120.56075131893158,3.09130131587004
2023,00-0037267,Jerome Ford,RB,CLE,44,304,322.4088774267584,-18.40887742675841,-0.4183835778808724
2023,00-0037545,Rashid Shaheed,WR,NO,46,151,203.91762022674084,-52.91762022674084,-1.1503830484074098
2023,00-0037664,Alec Pierce,WR,IND,32,97,120.59435105323792,-23.594351053237915,-0.7373234704136848
2023,00-0037740,Garrett Wilson,WR,NYJ,95,327,365.4387727677822,-38.43877276778221,-0.4046186607134971
2023,00-0037741,Jahan Dotson,WR,WAS,49,115,167.2076255530119,-52.207625553011894,-1.0654617459798346
2023,00-0037744,Trey McBride,TE,ARI,81,420,409.6286647617817,10.371335238218307,0.12804117578047292
2023,00-0037746,Brian Robinson,RB,WAS,36,410,280.8229883313179,129.1770116686821,3.5882503241300583
2023,00-0037809,Chigoziem Okonkwo,TE,TEN,54,260,260.2075553536415,-0.20755535364151,-0.0038436176600283576
2023,00-0037816,Romeo Doubs,WR,GB,59,134,205.06280802190304,-71.06280802190304,-1.204454373252594
2023,00-0037838,Isaiah Likely,TE,BAL,30,216,140.39239299297333,75.60760700702667,2.5202535669008888
2023,00-0037840,Kyren Williams,RB,LA,32,275,283.0328234434128,-8.03282344341278,-0.2510257326066494
2023,00-0038041,Jake Ferguson,TE,DAL,71,425,360.3198175430298,64.68018245697021,0.9109884853094398
2023,00-0038115,Daniel Bellinger,TE,NYG,25,134,109.31986689567566,24.68013310432434,0.9872053241729734
2023,00-0038117,Wan'Dale Robinson,WR,NYG,60,287,255.3140046596527,31.68599534034729,0.5280999223391208
2023,00-0038120,Breece Hall,RB,NYJ,76,649,587.0851726531982,61.91482734680176,0.8146687808789705
2023,00-0038124,Christian Watson,WR,GB,28,105,106.29640132188797,-1.29640132188797,-0.04630004721028448
2023,00-0038129,Cade Otton,TE,TB,47,220,189.67597922682762,30.32402077317238,0.6451919313440926
2023,00-0038134,Kenneth Walker,RB,SEA,29,317,265.1711893081665,51.828810691833496,1.7872003686839137
2023,00-0038393,Dontayvion Wicks,WR,GB,39,211,158.75206988304853,52.247930116951466,1.3396905158192685
2023,00-0038542,Bijan Robinson,RB,ATL,58,519,455.6847643852234,63.31523561477661,1.0916419933582182
2023,00-0038543,Jaxon Smith-Njigba,WR,SEA,63,366,373.9998525828123,-7.999852582812309,-0.126981787028767
2023,00-0038544,Quentin Johnston,WR,LAC,38,152,169.87640762329102,-17.876407623291016,-0.47043177956029003
2023,00-0038559,Michael Wilson,WR,ARI,38,139,130.43724691867828,8.562753081321716,0.2253356074032033
2023,00-0038621,Demario Douglas,WR,NE,49,336,274.1886074542999,61.81139254570007,1.2614569907285733
2023,00-0038794,Jaleel McLaughlin,RB,DEN,31,290,306.28162372112274,-16.28162372112274,-0.5252136684233143
2023,00-0038933,Dalton Kincaid,TE,BUF,73,315,353.46961399912834,-38.46961399912834,-0.5269810136866895
2023,00-0038977,Tank Dell,WR,HOU,47,152,169.46752658858895,-17.467526588588953,-0.3716495018848711
2023,00-0038994,Jordan Addison,WR,MIN,70,262,279.096240401268,-17.096240401268005,-0.2442320057324003
2023,00-0038996,Tucker Kraft,TE,GB,31,232,150.82881212234497,81.17118787765503,2.6184254154082263
2023,00-0038997,Josh Downs,WR,IND,68,371,288.581090092659,82.418909907341,1.2120427927550153
2023,00-0039021,Roschon Johnson,RB,CHI,34,247,274.30579686164856,-27.30579686164856,-0.8031116724014282
2023,00-0039032,Tyjae Spears,RB,TEN,52,460,434.19348192214966,25.806518077850342,0.49627919380481433
