"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","route_participation_proxy","team_rec_yds_exp","receiving_market_share"
"2024",5,"00-0034270","Tyler Conklin","TE","NYJ",6,6.33,9,40,55,52.35,0,0.33,11.5,13.55,-2.05,-0.33,6.33,52.35,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",5,"00-0036970","Kyle Pitts","TE","ATL",7,6.08,8,48,88,59.41,0,0.03,15.8,12.23,3.57,-0.03,6.08,59.41,1
"2024",5,"00-0038129","Cade Otton","TE","TB",3,3.22,4,9,44,21.97,0,0.09,7.4,5.98,1.42,-0.09,3.22,21.97,1
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0038996","Tucker Kraft","TE","GB",2,3.15,4,14,13,26.54,0,0.03,3.5,6.4,-2.9,-0.04,3.15,47.2,0.56228813559322
"2024",6,"00-0038809","Ben Sims","TE","GB",2,1.36,2,23,38,20.66,0,0.01,5.8,3.48,2.32,-0.01,1.36,47.2,0.43771186440678
"2024",6,"00-0037744","Trey McBride","TE","ARI",8,5.64,8,66,96,64.75,0,0.04,17.6,12.36,5.24,-0.04,5.64,64.75,1
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0034365","Ian Thomas","TE","CAR",0,1.94,3,23,0,22.42,0,0.06,0,4.54,-4.54,-0.06,1.94,76.81,0.291889076943106
"2024",6,"00-0039356","Ja'Tavion Sanders","TE","CAR",5,5.18,7,42,49,54.39,0,0.31,9.9,12.47,-2.57,-0.31,5.18,76.81,0.708110923056894
"2024",6,"00-0036970","Kyle Pitts","TE","ATL",3,3,5,43,70,37.24,0,0.38,10,9.02,0.98,-0.38,3,37.24,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0038933","Dalton Kincaid","TE","BUF",6,5.03,7,33,51,43.55,0,0.04,11.1,9.6,1.5,-0.04,5.03,47.39,0.918970246887529
"2024",6,"00-0037805","Jeremy Ruckert","TE","NYJ",2,2.3,3,6,7,19.37,0,0.01,2.7,4.31,-1.61,-0.01,2.3,32.24,0.600806451612903
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0035689","Dawson Knox","TE","BUF",1,0.33,1,12,12,3.84,1,0.33,8.2,2.68,5.52,0.67,0.33,47.39,0.081029753112471
"2024",6,"00-0034270","Tyler Conklin","TE","NYJ",2,2.52,3,-5,10,12.87,0,0.64,3,7.66,-4.66,-0.64,2.52,32.24,0.399193548387097
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0039814","Erick All","TE","CIN",2,2.39,3,6,10,17.45,0,0.06,3,4.51,-1.51,-0.06,2.39,17.45,1
"2024",6,"00-0039847","Theo Johnson","TE","NYG",3,2.04,3,11,30,17.66,0,0.01,6,3.84,2.16,-0.01,2.04,17.66,1
"2024",6,"00-0034351","Dallas Goedert","TE","PHI",0,0.56,1,12,0,9.14,0,0,0,1.48,-1.48,0,0.56,37.45,0.244058744993324
"2024",6,"00-0033885","David Njoku","TE","CLE",5,4.86,7,16,31,33.61,0,0.15,8.1,9.1,-1,-0.15,4.86,33.61,1
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0037086","Grant Calcaterra","TE","PHI",4,2.76,4,23,67,28.31,0,0.02,10.7,5.7,5,-0.02,2.76,37.45,0.755941255006676
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0038041","Jake Ferguson","TE","DAL",3,2.63,4,31,11,27.68,0,0.28,4.1,7.08,-2.98,-0.28,2.63,27.68,1
"2024",6,"00-0036754","Brock Wright","TE","DET",0,0.51,1,24,0,14.59,0,0.01,0,2.05,-2.05,-0.01,0.51,30.46,0.478988837820092
"2024",6,"00-0039065","Sam LaPorta","TE","DET",1,0.62,1,20,52,15.87,1,0.01,12.2,2.28,9.92,0.99,0.62,30.46,0.521011162179908
"2024",6,"00-0034383","Dalton Schultz","TE","HOU",4,5.17,8,67,27,59.52,0,0.39,6.7,13.46,-6.76,-0.39,5.17,67.29,0.884529647793134
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0033090","Hunter Henry","TE","NE",3,3.1,5,28,41,27.79,1,0.25,13.1,7.37,5.73,0.75,3.1,40.44,0.687190900098912
"2024",6,"00-0032392","Austin Hooper","TE","NE",1,1.54,2,7,5,12.65,0,0,-0.5,2.83,-3.33,0,1.54,40.44,0.312809099901088
"2024",6,"00-0039359","Cade Stover","TE","HOU",0,0.76,1,6,0,7.77,0,0,0,1.55,-1.55,0,0.76,67.29,0.115470352206866
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0036876","Kylen Granson","TE","IND",0,0.45,1,23,0,12,0,0.01,0,1.7,-1.7,-0.01,0.45,67.78,0.177043375627029
"2024",6,"00-0033217","Mo Alie-Cox","TE","IND",4,3.01,4,27,41,30.97,0,0.06,8.1,6.49,1.61,-0.06,3.01,67.78,0.45691944526409
"2024",6,"00-0037809","Chig Okonkwo","TE","TEN",3,2.43,3,0,10,17.25,0,0.02,4,4.26,-0.26,-0.02,2.43,21.88,0.788391224862888
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0037292","Andrew Ogletree","TE","IND",2,1.3,2,13,24,12.58,0,0.06,4.4,2.95,1.45,-0.06,1.3,67.78,0.185600472115668
"2024",6,"00-0038589","Josh Whyle","TE","TEN",1,0.8,1,1,2,4.63,0,0.02,1.2,1.35,-0.15,-0.02,0.8,21.88,0.211608775137112
"2024",6,"00-0038394","Will Mallory","TE","IND",0,0.55,1,19,0,12.23,0,0.01,0,1.8,-1.8,-0.01,0.55,67.78,0.180436706993213
"2024",6,"00-0033881","Evan Engram","TE","JAX",10,7.32,10,58,102,75.64,0,0.03,18.2,16.1,2.1,-0.03,7.32,85.11,0.888732228880273
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0036290","Cole Kmet","TE","CHI",5,3.52,5,27,70,32.39,2,0.56,24,10.13,13.87,1.44,3.52,45.22,0.716275984077842
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0038935","Brenton Strange","TE","JAX",1,1.06,2,18,11,9.47,0,0.3,2.1,3.79,-1.69,-0.3,1.06,85.11,0.111267771119727
"2024",6,"00-0024243","Marcedes Lewis","TE","CHI",1,0.81,1,1,2,5.9,0,0,1.2,1.41,-0.21,0,0.81,45.22,0.13047324192835
"2024",6,"00-0033895","Gerald Everett","TE","CHI",0,0.88,1,-4,0,6.93,0,0.01,0,1.65,-1.65,-0.01,0.88,45.22,0.153250773993808
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0034159","Will Dissly","TE","LAC",4,3.81,5,5,26,27.9,0,0.1,6.6,7.19,-0.590000000000001,-0.1,3.81,35.9,0.777158774373259
"2024",6,"00-0037475","Stone Smartt","TE","LAC",1,0.69,1,7,10,8,0,0.01,2,1.52,0.48,-0.01,0.69,35.9,0.222841225626741
"2024",6,"00-0037539","Lucas Krull","TE","DEN",2,3.12,4,12,11,23.09,0,0.01,3.1,5.47,-2.37,-0.01,3.12,29.36,0.786444141689373
"2024",6,"00-0038783","Nate Adkins","TE","DEN",1,0.77,1,5,5,6.27,0,0,1.5,1.4,0.1,0,0.77,29.36,0.213555858310627
"2024",6,"00-0036894","Pat Freiermuth","TE","PIT",2,2.18,3,20,16,21.44,0,0.02,3.6,4.42,-0.82,-0.02,2.18,33.04,0.648910411622276
"2024",6,"00-0036232","Harrison Bryant","TE","LV",3,3.79,5,13,24,28.56,0,0.01,5.4,6.69,-1.29,-0.01,3.79,91.06,0.313639358664617
"2024",6,"00-0039338","Brock Bowers","TE","LV",9,7.26,10,53,71,62.5,0,0.06,16.1,13.84,2.26,-0.06,7.26,91.06,0.686360641335383
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0037304","Connor Heyward","TE","PIT",1,0.81,1,2,4,5.96,0,0,1.4,2.58,-1.18,0,0.81,33.04,0.180387409200969
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0038558","Darnell Washington","TE","PIT",1,0.78,1,3,9,5.64,0,0,1.9,1.35,0.55,0,0.78,33.04,0.170702179176755
"2024",6,"00-0035644","Noah Fant","TE","SEA",6,4.44,6,30,63,39.76,0,0.02,12.3,8.52,3.78,-0.02,4.44,49.34,0.805837049047426
"2024",6,"00-0033288","George Kittle","TE","SF",5,3.56,6,52,58,41.05,2,0.87,22.8,12.87,9.93,1.13,3.56,41.05,1
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0039793","AJ Barner","TE","SEA",1,0.67,1,10,13,9.58,0,0,2.3,1.64,0.66,0,0.67,49.34,0.194162950952574
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0036040","Juwan Johnson","TE","NO",3,1.97,3,34,48,29.56,0,0.02,7.8,5.02,2.78,-0.02,1.97,54.17,0.545689496031013
"2024",6,"00-0038129","Cade Otton","TE","TB",2,3.91,6,45,15,40.75,1,0.41,9.5,10.48,-0.98,0.59,3.91,40.75,1
"2024",6,"00-0034981","Foster Moreau","TE","NO",2,1.25,2,31,54,24.61,0,0.04,7.4,3.92,3.48,-0.04,1.25,54.17,0.454310503968986
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0034753","Mark Andrews","TE","BAL",3,2.38,4,56,66,39.29,1,0.5,15.6,9.28,6.32,0.5,2.38,72.79,0.539771946695975
"2024",6,"00-0037838","Isaiah Likely","TE","BAL",2,2.35,4,48,27,33.5,0,0.58,4.7,9.17,-4.47,-0.58,2.35,72.79,0.460228053304025
,,,,,,,,,,,,,,,,,,,,
"2024",6,"00-0030061","Zach Ertz","TE","WAS",4,3.44,5,46,68,43.9,0,0.19,10.8,8.97,1.83,-0.19,3.44,43.9,1
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0038129","Cade Otton","TE","TB",8,6.87,10,98,100,78.1,0,0.42,18,17.22,0.780000000000001,-0.42,6.87,78.1,1
"2024",7,"00-0038046","Charlie Kolar","TE","BAL",1,0.69,1,11,14,11.38,0,0,2.4,1.84,0.56,0,0.69,63.82,0.178314008147916
"2024",7,"00-0037838","Isaiah Likely","TE","BAL",2,2.43,4,33,17,22.67,0,0.98,3.7,10.57,-6.87,-0.98,2.43,63.82,0.355217800062676
"2024",7,"00-0034753","Mark Andrews","TE","BAL",4,2.74,4,32,41,29.77,2,1.08,20.1,12.19,7.91,0.92,2.74,63.82,0.466468191789408
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0039356","Ja'Tavion Sanders","TE","CAR",6,4.72,6,31,61,49.07,0,0.05,12.1,9.91,2.19,-0.05,4.72,61.57,0.796979048237778
"2024",7,"00-0034365","Ian Thomas","TE","CAR",2,1.67,2,-1,4,12.5,0,0,2.4,2.94,-0.54,0,1.67,61.57,0.203020951762222
"2024",7,"00-0030061","Zach Ertz","TE","WAS",4,3.42,5,41,40,40.42,1,0.44,14,10.13,3.87,0.56,3.42,48.65,0.830832476875642
"2024",7,"00-0039912","Ben Sinnott","TE","WAS",2,1.59,2,0,6,8.23,1,0.55,8.6,5.7,2.9,0.45,1.59,48.65,0.169167523124358
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0034613","Tanner Hudson","TE","CIN",0,0.31,1,30,0,10.7,0,0.02,0,1.51,-1.51,-0.02,0.31,26.99,0.396443127084105
"2024",7,"00-0033885","David Njoku","TE","CLE",10,9.87,14,61,76,83.19,1,1.35,23.6,26.29,-2.69,-0.35,9.87,113.4,0.733597883597884
"2024",7,"00-0034364","Jordan Akins","TE","CLE",4,2.66,4,28,42,30.21,0,0.03,8.2,5.85,2.35,-0.03,2.66,113.4,0.266402116402116
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0034829","Mike Gesicki","TE","CIN",1,0.78,1,2,2,4.77,0,0,1.2,1.26,-0.06,0,0.78,26.99,0.176732123008522
"2024",7,"00-0039814","Erick All","TE","CIN",0,0.85,1,-1,0,5.01,0,0.01,0,1.39,-1.39,-0.01,0.85,26.99,0.185624305298259
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0035631","Drew Sample","TE","CIN",0,0.8,1,3,0,6.51,0,0,0,1.46,-1.46,0,0.8,26.99,0.241200444609115
"2024",7,"00-0037539","Lucas Krull","TE","DEN",3,2.62,4,52,41,40.92,0,0.07,7.1,7.12,-0.0200000000000005,-0.07,2.62,55.74,0.734122712594187
"2024",7,"00-0036422","Adam Trautman","TE","DEN",0,2.39,3,0,0,14.82,0,0.29,0,5.62,-5.62,-0.29,2.39,55.74,0.265877287405813
"2024",7,"00-0034981","Foster Moreau","TE","NO",2,1.04,2,21,38,16.62,0,0.01,5.8,2.76,3.04,-0.01,1.04,57.53,0.288892751607857
"2024",7,"00-0036040","Juwan Johnson","TE","NO",3,4.35,6,30,18,40.91,0,0.01,4.8,8.5,-3.7,-0.01,4.35,57.53,0.711107248392143
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0033246","Johnny Mundt","TE","MIN",4,4.11,5,6,8,29.78,0,0.04,4.8,7.34,-2.54,-0.04,4.11,37.57,0.792653713068938
"2024",7,"00-0039065","Sam LaPorta","TE","DET",1,1.28,2,21,25,17.73,0,0.05,3.5,3.33,0.17,-0.05,1.28,17.73,1
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0035249","Josh Oliver","TE","MIN",1,0.83,1,5,5,7.79,0,0,1.5,1.62,-0.12,0,0.83,37.57,0.207346286931062
"2024",7,"00-0034383","Dalton Schultz","TE","HOU",1,1.24,2,26,28,21.24,0,0,3.8,3.39,0.41,0,1.24,27.65,0.768173598553345
"2024",7,"00-0039359","Cade Stover","TE","HOU",1,0.82,1,2,15,6.41,0,0,2.5,1.47,1.03,0,0.82,27.65,0.231826401446655
"2024",7,"00-0038996","Tucker Kraft","TE","GB",3,2.65,4,23,33,24.06,1,0.43,12.3,7.66,4.64,0.57,2.65,30.2,0.796688741721854
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0038809","Ben Sims","TE","GB",1,0.8,1,2,2,6.14,0,0,1.2,1.44,-0.24,0,0.8,30.2,0.203311258278146
"2024",7,"00-0033288","George Kittle","TE","SF",6,4.61,7,77,92,64.75,0,0.12,15.2,11.82,3.38,-0.12,4.61,64.75,1
"2024",7,"00-0036637","Noah Gray","TE","KC",4,2.63,4,41,66,42.12,0,0.02,10.6,6.99,3.61,-0.02,2.63,80.43,0.523685192092503
"2024",7,"00-0035547","Joseph Fortson","TE","KC",0,0.87,1,-6,0,3.74,0,0.02,0,1.38,-1.38,-0.02,0.87,80.43,0.0465000621658585
"2024",7,"00-0030506","Travis Kelce","TE","KC",4,3.47,5,38,17,34.57,0,0.05,5.7,7.24,-1.54,-0.05,3.47,80.43,0.429814745741639
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0037744","Trey McBride","TE","ARI",5,5.37,7,36,51,52.12,0,0.08,10.1,11.05,-0.950000000000001,-0.08,5.37,63.7,0.818210361067504
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0034159","Will Dissly","TE","LAC",8,7.92,11,65,81,77.98,0,0.2,16.1,16.93,-0.829999999999998,-0.2,7.92,107.7,0.724048282265553
"2024",7,"00-0039737","Tip Reiman","TE","ARI",1,0.83,1,0,1,5.51,0,0,1.1,1.39,-0.29,0,0.83,63.7,0.0864992150706436
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0039041","Elijah Higgins","TE","ARI",1,0.89,1,-2,1,6.07,0,0,1.1,1.52,-0.42,0,0.89,63.7,0.0952904238618524
"2024",7,"00-0037475","Stone Smartt","TE","LAC",1,1.1,2,41,31,26.76,0,0.04,4.1,4.01,0.0899999999999999,-0.04,1.1,107.7,0.248467966573816
"2024",7,"00-0031690","Eric Tomlinson","TE","LAC",1,0.61,1,-3,7,2.96,0,0.01,1.7,0.95,0.75,-0.01,0.61,107.7,0.0274837511606314
"2024",7,"00-0039338","Brock Bowers","TE","LV",10,9.9,14,65,93,86.25,0,0.94,19.3,24.17,-4.87,-0.94,9.9,95.24,0.905606887862243
"2024",7,"00-0036232","Harrison Bryant","TE","LV",2,1.3,2,2,19,8.99,0,0,3.9,2.23,1.67,0,1.3,95.24,0.0943931121377573
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0037004","Hunter Long","TE","LA",1,0.81,1,5,5,7.43,0,0,1.5,1.56,-0.06,0,0.81,21.68,0.342712177121771
"2024",7,"00-0036244","Colby Parkinson","TE","LA",2,1.61,2,8,32,14.25,0,0.01,5.2,3.08,2.12,-0.01,1.61,21.68,0.657287822878229
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0037292","Andrew Ogletree","TE","IND",0,0.67,1,11,0,9.88,0,0,0,1.67,-1.67,0,0.67,44.1,0.224036281179138
"2024",7,"00-0036876","Kylen Granson","TE","IND",0,1.36,2,26,0,21.58,0,0.08,0,3.98,-3.98,-0.08,1.36,44.1,0.489342403628118
"2024",7,"00-0033858","Jonnu Smith","TE","MIA",7,4.91,7,46,96,52.78,1,0.17,22.6,11.19,11.41,0.83,4.91,68.21,0.77378683477496
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0038720","Julian Hill","TE","MIA",1,1.46,2,14,4,15.43,0,0.02,1.4,3.15,-1.75,-0.02,1.46,68.21,0.22621316522504
"2024",7,"00-0038394","Will Mallory","TE","IND",1,0.81,1,5,5,7.33,0,0,1.5,1.55,-0.05,0,0.81,44.1,0.166213151927438
"2024",7,"00-0033217","Mo Alie-Cox","TE","IND",0,0.81,1,2,0,5.31,0,0,0,1.34,-1.34,0,0.81,44.1,0.120408163265306
"2024",7,"00-0033090","Hunter Henry","TE","NE",8,5.54,9,103,92,70.78,0,0.04,17.2,12.84,4.36,-0.04,5.54,102.18,0.692699158348013
"2024",7,"00-0033881","Evan Engram","TE","JAX",5,3.98,5,11,35,33.03,0,0.03,8.5,7.49,1.01,-0.03,3.98,33.03,1
"2024",7,"00-0032392","Austin Hooper","TE","NE",4,3.41,5,35,32,31.4,0,0.23,7.2,7.91,-0.71,-0.23,3.41,102.18,0.307300841651987
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0038558","Darnell Washington","TE","PIT",4,3.15,4,7,36,23.85,0,0.02,7.6,5.65,1.95,-0.02,3.15,46.32,0.514896373056995
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0036894","Pat Freiermuth","TE","PIT",2,2.03,3,22,51,22.47,0,0.03,7.1,4.48,2.62,-0.03,2.03,46.32,0.485103626943005
"2024",7,"00-0034270","Tyler Conklin","TE","NYJ",4,2.96,4,-1,7,14.49,1,0.61,10.7,8.09,2.61,0.39,2.96,14.49,1
"2024",7,"00-0038115","Daniel Bellinger","TE","NYG",1,0.53,1,3,11,4.64,0,0,2.1,1.01,1.09,0,0.53,4.64,1
"2024",7,"00-0037086","Grant Calcaterra","TE","PHI",1,0.78,1,5,5,6.99,0,0,1.5,1.49,0.01,0,0.78,6.99,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0036970","Kyle Pitts","TE","ATL",7,6.57,9,71,65,77.01,0,0.03,13.5,14.43,-0.93,-0.03,6.57,77.01,1
"2024",7,"00-0035644","Noah Fant","TE","SEA",4,2.89,4,30,65,32.13,0,0.02,10.5,6.24,4.26,-0.02,2.89,38.65,0.83130659767141
"2024",7,"00-0039793","AJ Barner","TE","SEA",1,0.81,1,4,5,6.52,0,0.01,1.5,1.54,-0.04,-0.01,0.81,38.65,0.16869340232859
,,,,,,,,,,,,,,,,,,,,
"2024",7,"00-0038589","Josh Whyle","TE","TEN",3,2.94,4,13,34,23.05,0,0.01,6.4,5.31,1.09,-0.01,2.94,72.84,0.316447007138935
"2024",7,"00-0032394","Nick Vannett","TE","TEN",4,2.95,4,-3,25,17.92,0,0.05,6.5,5.01,1.49,-0.05,2.95,72.84,0.246018671059857
"2024",7,"00-0035689","Dawson Knox","TE","BUF",1,1.79,3,31,5,23.24,0,0.41,1.5,6.56,-5.06,-0.41,1.79,68.32,0.34016393442623
"2024",7,"00-0037809","Chig Okonkwo","TE","TEN",4,2.6,4,40,50,31.87,0,0.01,9,5.83,3.17,-0.01,2.6,72.84,0.437534321801208
"2024",7,"00-0038933","Dalton Kincaid","TE","BUF",3,3.32,6,77,52,45.08,0,0.47,8.2,10.63,-2.43,-0.47,3.32,68.32,0.65983606557377
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0038720","Julian Hill","TE","MIA",3,2.24,3,3,11,14.45,0,0.37,4.1,5.93,-1.83,-0.37,2.24,65.11,0.221932114882507
"2024",8,"00-0037744","Trey McBride","TE","ARI",9,8.11,11,76,124,92.73,0,0.07,21.4,17.82,3.58,-0.07,8.11,102.79,0.902130557447222
"2024",8,"00-0033858","Jonnu Smith","TE","MIA",4,4.16,6,43,20,50.66,0,0.02,6,9.35,-3.35,-0.02,4.16,65.11,0.778067885117493
"2024",8,"00-0039041","Elijah Higgins","TE","ARI",2,1.47,2,6,13,10.06,0,0.28,3.3,4.14,-0.84,-0.28,1.47,102.79,0.0978694425527775
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0036970","Kyle Pitts","TE","ATL",4,3.23,5,39,91,36.95,2,0.08,25.1,7.42,17.68,1.92,3.23,43.99,0.839963628097295
"2024",8,"00-0038129","Cade Otton","TE","TB",9,6.84,10,44,81,53.49,2,1.28,29.1,19.84,9.26,0.72,6.84,53.49,1
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0036429","Charlie Woerner","TE","ATL",1,0.8,1,4,13,7.04,0,0,2.3,1.51,0.79,0,0.8,43.99,0.160036371902705
"2024",8,"00-0038046","Charlie Kolar","TE","BAL",1,1.62,2,3,9,12.79,0,0.01,1.9,2.93,-1.03,-0.01,1.62,64.05,0.199687743950039
"2024",8,"00-0034753","Mark Andrews","TE","BAL",5,3.4,5,29,36,31.12,1,0.53,14.6,9.69,4.91,0.47,3.4,64.05,0.485870413739266
"2024",8,"00-0037838","Isaiah Likely","TE","BAL",4,3.16,4,1,47,20.14,0,0.22,8.7,6.47,2.23,-0.22,3.16,64.05,0.314441842310695
"2024",8,"00-0033885","David Njoku","TE","CLE",5,4.78,7,60,61,55.41,1,0.37,17.1,12.56,4.54,0.63,4.78,67.63,0.819310956676031
"2024",8,"00-0034364","Jordan Akins","TE","CLE",0,0.46,1,11,0,5.75,0,0.12,0,1.76,-1.76,-0.12,0.46,67.63,0.0850214401892651
"2024",8,"00-0032141","Geoff Swaim","TE","CLE",1,0.8,1,2,7,6.47,0,0,1.7,1.46,0.24,0,0.8,67.63,0.0956676031347035
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0035644","Noah Fant","TE","SEA",3,2.98,4,-3,22,18.01,0,0.01,5.2,4.81,0.390000000000001,-0.01,2.98,38.33,0.469866944951735
"2024",8,"00-0035689","Dawson Knox","TE","BUF",2,1.11,2,41,50,28.63,0,0.02,7,4.08,2.92,-0.02,1.11,76.4,0.374738219895288
"2024",8,"00-0038933","Dalton Kincaid","TE","BUF",4,4.66,7,50,31,47.77,1,0.53,13.1,12.6,0.5,0.47,4.66,76.4,0.625261780104712
"2024",8,"00-0039793","AJ Barner","TE","SEA",2,1.4,2,23,34,20.32,0,0.03,5.4,3.62,1.78,-0.03,1.4,38.33,0.530133055048265
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0036422","Adam Trautman","TE","DEN",4,2.38,4,53,85,37.45,1,0.41,18.5,8.57,9.93,0.59,2.38,57.98,0.645912383580545
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0038783","Nate Adkins","TE","DEN",1,0.5,1,3,3,1.38,1,0.5,7.3,3.65,3.65,0.5,0.5,57.98,0.0238013107968265
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0037005","Tommy Tremble","TE","CAR",2,2.01,3,16,13,17.97,0,0.06,3.3,4.18,-0.88,-0.06,2.01,24.53,0.732572360375051
"2024",8,"00-0037539","Lucas Krull","TE","DEN",2,1.5,2,9,18,19.15,0,0.03,3.8,3.6,0.2,-0.03,1.5,57.98,0.330286305622628
"2024",8,"00-0039356","Ja'Tavion Sanders","TE","CAR",1,0.75,1,6,7,6.56,0,0.02,1.7,1.52,0.18,-0.02,0.75,24.53,0.267427639624949
"2024",8,"00-0030061","Zach Ertz","TE","WAS",7,6.84,11,113,77,99.2,0,0.45,14.7,19.47,-4.77,-0.45,6.84,112.54,0.881464368224631
"2024",8,"00-0033895","Gerald Everett","TE","CHI",1,1.53,2,4,3,11.17,0,0,1.3,2.68,-1.38,0,1.53,20.21,0.5526966848095
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0036628","John Bates","TE","WAS",1,1.58,2,7,20,13.34,0,0,3,2.94,0.06,0,1.58,112.54,0.118535631775369
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0036290","Cole Kmet","TE","CHI",1,0.76,1,7,14,9.04,0,0.01,4.4,2.9,1.5,-0.01,0.76,20.21,0.4473033151905
"2024",8,"00-0038041","Jake Ferguson","TE","DAL",6,6.09,8,16,23,49.72,0,0.14,8.3,11.91,-3.61,-0.14,6.09,57.7,0.861698440207972
"2024",8,"00-0033288","George Kittle","TE","SF",6,4.47,7,81,128,66.16,1,0.6,24.8,14.7,10.1,0.4,4.47,66.16,1
"2024",8,"00-0039530","Brevyn Spann-Ford","TE","DAL",0,0.99,2,11,0,7.98,0,0.43,0,4.36,-4.36,-0.43,0.99,57.7,0.138301559792028
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0038996","Tucker Kraft","TE","GB",3,2.1,3,31,78,27.13,1,0.62,16.8,8.53,8.27,0.38,2.1,30.91,0.877709479132967
"2024",8,"00-0038935","Brenton Strange","TE","JAX",5,3.77,5,30,59,37.56,0,0.04,10.9,7.77,3.13,-0.04,3.77,70.1,0.535805991440799
"2024",8,"00-0038809","Ben Sims","TE","GB",0,0.27,1,14,0,3.78,0,0.27,0,2.25,-2.25,-0.27,0.27,30.91,0.122290520867033
"2024",8,"00-0033881","Evan Engram","TE","JAX",4,3.18,5,35,36,32.54,1,0.32,13.6,8.37,5.23,0.68,3.18,70.1,0.464194008559201
,,,,,,,,,,,,,,,,,,,,
"2024",8,"00-0033217","Mo Alie-Cox","TE","IND",0,0.5,1,21,0,12.34,0,0.19,0,2.89,-2.89,-0.19,0.5,44.78,0.27556945064761
"2024",8,"00-0034383","Dalton Schultz","TE","HOU",4,4.1,6,52,52,50.26,0,0.03,9.2,9.32,-0.120000000000001,-0.03,4.1,76.51,0.656907593778591
"2024",8,"00-0038394","Will Mallory","TE","IND",0,1.32,2,25,0,20.94,0,0.01,0,3.45,-3.45,-0.01,1.32,44.78,0.467619472979009
"2024",8,"00-0039359","Cade Stover","TE","HOU",2,2.14,3,25,19,26.25,0,0.02,3.9,4.85,-0.95,-0.02,2.14,76.51,0.343092406221409
"2024",8,"00-0036876","Kylen Granson","TE","IND",1,1.6,2,5,4,11.5,0,0.01,1.4,2.79,-1.39,-0.01,1.6,44.78,0.256811076373381
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
