"season","week","player_id","full_name","position","posteam","receptions","receptions_exp","rec_attempt","rec_air_yards","rec_yards_gained","rec_yards_gained_exp","rec_touchdown","rec_touchdown_exp","total_fantasy_points","total_fantasy_points_exp","total_fantasy_points_diff","total_touchdown_diff","tprr_proxy","yprr_proxy","team_targets","first_read_share","team_rec_exp","vacated_targets"
"2025",16,"00-0038976","Marvin Mims Jr.","WR","DEN",3,2.38,3,5,26,19.56,0,0.02,5.9,5.2,0.699999999999999,-0.04,1.26050420168067,8.21848739495798,30,0.1,17.83,15.45
"2025",16,"00-0034960","Jakobi Meyers","WR","JAX",4,4.96,8,66,45,59.48,0,0.51,8.6,14.62,-6.02,-0.52,1.61290322580645,11.991935483871,22,0.363636363636364,12.89,7.93
"2025",16,"00-0038606","Parker Washington","WR","JAX",6,5.48,10,134,145,80.39,1,0.81,26.5,18.4,8.1,0.19,1.82481751824817,14.6697080291971,22,0.454545454545455,12.89,7.41
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0040134","Pat Bryant","WR","DEN",5,5.15,8,67,42,61.2,0,0.18,9.2,12.33,-3.13,-0.18,1.55339805825243,11.8834951456311,30,0.266666666666667,17.83,12.68
"2025",16,"00-0039868","Troy Franklin","WR","DEN",4,3.32,5,66,66,45.28,0,0.06,10.6,8.23,2.37,-0.06,1.50602409638554,13.6385542168675,30,0.166666666666667,17.83,14.51
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0035406","Lil'Jordan Humphrey","WR","DEN",1,1.24,2,27,9,20.86,0,0.04,1.9,3.56,-1.66,-0.04,1.61290322580645,16.8225806451613,30,0.0666666666666667,17.83,16.59
"2025",16,"00-0033375","Tim Patrick","WR","JAX",1,0.79,1,5,11,6.83,0,0.02,2.1,1.59,0.51,-0.02,1.26582278481013,8.64556962025316,22,0.0454545454545455,12.89,12.1
"2025",16,"00-0036415","Van Jefferson","WR","TEN",2,1.2,2,20,24,15.72,0,0.01,4.4,2.84,1.56,-0.01,1.66666666666667,13.1,11,0.181818181818182,5.63,4.43
"2025",16,"00-0040705","Chimere Dike","WR","TEN",3,2.56,5,64,40,31.7,1,0.63,13,9.53,3.47,0.37,1.953125,12.3828125,11,0.454545454545455,5.63,3.07
"2025",16,"00-0033857","JuJu Smith-Schuster","WR","KC",1,2.99,4,4,12,17.64,0,0.01,2.2,4.84,-2.64,-0.01,1.33779264214047,5.89966555183946,10,0.4,6.82,3.83
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0040170","Elic Ayomanor","WR","TEN",3,1.87,4,80,58,37.68,0,0.16,8.8,6.58,2.22,-0.16,2.13903743315508,20.1497326203209,11,0.363636363636364,5.63,3.76
"2025",16,"00-0039894","Xavier Worthy","WR","KC",2,1.49,3,48,41,25.5,0,0.01,6.1,4.92,1.18,-0.01,2.01342281879195,17.1140939597315,10,0.3,6.82,5.33
"2025",16,"00-0035662","Marquise Brown","WR","KC",3,2.34,3,1,22,13.85,0,0.02,5.2,3.83,1.37,-0.02,1.28205128205128,5.91880341880342,10,0.3,6.82,4.48
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0037247","George Pickens","WR","DAL",7,5.66,9,119,130,81.25,1,0.84,26,18.84,7.16,0.16,1.59010600706714,14.3551236749117,23,0.391304347826087,14.72,9.06
"2025",16,"00-0036358","CeeDee Lamb","WR","DAL",6,5.13,7,47,51,50.64,0,0.28,11.1,11.87,-0.77,-0.28,1.364522417154,9.87134502923977,23,0.304347826086957,14.72,9.59
"2025",16,"00-0039410","Ryan Flournoy","WR","DAL",2,1.39,2,14,18,13.69,1,0.32,9.8,4.65,5.15,0.68,1.43884892086331,9.84892086330935,23,0.0869565217391304,14.72,13.33
"2025",16,"00-0039915","Ladd McConkey","WR","LAC",4,3.19,6,62,43,32.62,1,0.93,14.3,12.02,2.28,0.07,1.88087774294671,10.2257053291536,22,0.272727272727273,13.52,10.33
"2025",16,"00-0040727","Tre Harris","WR","LAC",4,3.71,5,36,54,41.83,0,0.02,9.4,8,1.4,-0.02,1.34770889487871,11.2749326145553,22,0.227272727272727,13.52,9.81
"2025",16,"00-0038544","Quentin Johnston","WR","LAC",4,2.44,5,120,104,57.81,1,0.62,20.4,11.97,8.43,0.38,2.04918032786885,23.6926229508197,22,0.227272727272727,13.52,11.08
"2025",16,"00-0037801","KaVontae Turpin","WR","DAL",2,2.3,4,74,14,34.53,0,0.61,4.7,10.89,-6.19,-0.65,1.73913043478261,15.0130434782609,23,0.173913043478261,14.72,12.42
"2025",16,"00-0040184","KeAndre Lambert-Smith","WR","LAC",1,0.55,1,4,10,4.47,0,0,2,1.01,0.99,0,1.81818181818182,8.12727272727273,22,0.0454545454545455,13.52,12.97
"2025",16,"00-0030279","Keenan Allen","WR","LAC",5,3.63,5,31,44,34.3,0,0.19,9.4,8.21,1.19,-0.19,1.37741046831956,9.44903581267218,22,0.227272727272727,13.52,9.89
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0039062","Jonathan Mingo","WR","DAL",0,0.24,1,35,0,9.32,0,0.07,0,1.58,-1.58,-0.07,4.16666666666667,38.8333333333333,23,0.0434782608695652,14.72,14.48
"2025",16,"00-0039075","Puka Nacua","WR","LA",12,9.6,16,171,225,125.48,2,1.16,46.5,29.12,17.38,0.84,1.66666666666667,13.0708333333333,27,0.592592592592593,15.49,5.89
"2025",16,"00-0033908","Cooper Kupp","WR","SEA",3,2.46,4,43,39,31.24,0,0.42,6.9,9.1,-2.2,-0.42,1.6260162601626,12.6991869918699,18,0.222222222222222,11.4,8.94
"2025",16,"00-0040590","Konata Mumpfield","WR","LA",3,4.41,8,117,40,71.48,0,0.16,7,12.49,-5.49,-0.16,1.8140589569161,16.2086167800454,27,0.296296296296296,15.49,11.08
"2025",16,"00-0038543","Jaxon Smith-Njigba","WR","SEA",8,8.24,13,112,96,99.1,1,0.91,23.6,23.62,-0.0199999999999996,0.09,1.57766990291262,12.0266990291262,18,0.722222222222222,11.4,3.16
"2025",16,"00-0039751","Jordan Whittington","WR","LA",1,0.53,1,11,19,7.39,0,0.01,2.9,1.33,1.57,-0.01,1.88679245283019,13.9433962264151,27,0.037037037037037,15.49,14.96
"2025",16,"00-0038359","Xavier Smith","WR","LA",2,0.95,2,50,57,22.62,0,0.07,7.7,3.66,4.04,-0.07,2.10526315789474,23.8105263157895,27,0.0740740740740741,15.49,14.54
"2025",16,"00-0037545","Rashid Shaheed","WR","SEA",0,0.7,1,5,0,6.08,0,0,3.1,1.92,1.18,0,1.42857142857143,8.68571428571429,18,0.0555555555555556,11.4,10.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0040729","Jack Bech","WR","LV",2,1.78,3,36,43,25.11,0,0.01,6.3,4.36,1.94,-0.01,1.68539325842697,14.1067415730337,11,0.272727272727273,7.01,5.23
"2025",16,"00-0036554","Nico Collins","WR","HOU",4,5.37,9,153,59,94.84,0,0.12,9.9,15.56,-5.66,-0.12,1.67597765363128,17.6610800744879,19,0.473684210526316,11.7,6.33
"2025",16,"00-0038618","Xavier Hutchinson","WR","HOU",1,1.34,2,18,4,15.83,0,0.01,1.4,2.97,-1.57,-0.01,1.49253731343284,11.8134328358209,19,0.105263157894737,11.7,10.36
"2025",16,"00-0040130","Jayden Higgins","WR","HOU",1,1.51,3,45,17,24.95,0,0.02,2.7,4.11,-1.41,-0.02,1.98675496688742,16.523178807947,19,0.157894736842105,11.7,10.19
"2025",16,"00-0038563","Tre Tucker","WR","LV",4,3.37,5,43,43,39.03,0,0.03,9.4,8.84,0.56,-0.04,1.48367952522255,11.5816023738872,11,0.454545454545455,7.01,3.64
"2025",16,"00-0034775","Christian Kirk","WR","HOU",3,3.48,5,39,37,38.74,0,0.05,6.7,7.67,-0.97,-0.05,1.4367816091954,11.132183908046,19,0.263157894736842,11.7,8.22
"2025",16,"00-0035602","Alex Bachman","WR","LV",1,0.71,1,3,3,4.78,0,0,1.3,1.19,0.11,0,1.40845070422535,6.73239436619718,11,0.0909090909090909,7.01,6.3
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0032211","Tyler Lockett","WR","LV",1,1.15,2,25,6,16.33,0,0,1.6,2.81,-1.21,0,1.73913043478261,14.2,11,0.181818181818182,7.01,5.86
"2025",16,"00-0036322","Justin Jefferson","WR","MIN",6,4.98,8,59,85,54.64,0,0.11,14.5,11.1,3.4,-0.11,1.60642570281124,10.9718875502008,14,0.571428571428571,8.28,3.3
"2025",16,"00-0038994","Jordan Addison","WR","MIN",2,1.45,3,50,26,23.27,0,0.25,4.6,5.31,-0.71,-0.25,2.06896551724138,16.048275862069,14,0.214285714285714,8.28,6.83
"2025",16,"00-0037291","Jalen Nailor","WR","MIN",0,1.17,2,24,0,16.07,0,0.03,0,2.94,-2.94,-0.03,1.70940170940171,13.7350427350427,14,0.142857142857143,8.28,7.11
"2025",16,"00-0038117","Wan'Dale Robinson","WR","NYG",3,3.71,6,67,19,45.88,0,0.02,5.2,9.23,-4.03,-0.04,1.61725067385445,12.366576819407,8,0.75,5.05,1.34
"2025",16,"00-0040154","Tai Felton","WR","MIN",1,0.68,1,6,6,7.03,0,0,1.6,1.41,0.19,0,1.47058823529412,10.3382352941176,14,0.0714285714285714,8.28,7.6
"2025",16,"00-0035535","Darius Slayton","WR","NYG",1,1.34,2,19,8,18.11,0,0.01,1.8,3.22,-1.42,-0.01,1.49253731343284,13.5149253731343,8,0.25,5.05,3.71
"2025",16,"00-0039064","Zay Flowers","WR","BAL",7,4.68,7,72,84,66.04,0,0.05,21.2,12.57,8.63,0.87,1.4957264957265,14.1111111111111,14,0.5,8.8,4.12
"2025",16,"00-0033555","Mack Hollins","WR","NE",7,5.55,9,110,69,73.78,0,0.26,13.9,14.51,-0.609999999999999,-0.26,1.62162162162162,13.2936936936937,27,0.333333333333333,16.53,10.98
"2025",16,"00-0031588","Stefon Diggs","WR","NE",9,6.74,10,96,138,81.91,0,0.08,22.8,15.38,7.42,-0.08,1.48367952522255,12.1528189910979,27,0.37037037037037,16.53,9.79
"2025",16,"00-0038608","Kayshon Boutte","WR","NE",1,1.24,3,81,16,32.17,0,0.23,2.6,5.81,-3.21,-0.23,2.41935483870968,25.9435483870968,27,0.111111111111111,16.53,15.29
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0030564","DeAndre Hopkins","WR","BAL",4,3.01,5,46,41,39.74,0,0.03,8.1,7.14,0.96,-0.03,1.66112956810631,13.202657807309,14,0.357142857142857,8.8,5.79
"2025",16,"00-0036550","Rashod Bateman","WR","BAL",0,1.11,2,26,0,16.76,0,0.01,0,2.85,-2.85,-0.01,1.8018018018018,15.0990990990991,14,0.142857142857143,8.8,7.69
"2025",16,"00-0038621","DeMario Douglas","WR","NE",1,1.51,2,6,6,13.81,0,0.01,1.6,2.92,-1.32,-0.01,1.32450331125828,9.14569536423841,27,0.0740740740740741,16.53,15.02
"2025",16,"00-0040131","Kyle Williams","WR","NE",2,1.49,3,47,46,18.83,1,0.21,12.6,4.64,7.96,0.79,2.01342281879195,12.6375838926174,27,0.111111111111111,16.53,15.04
"2025",16,"00-0037239","Chris Olave","WR","NO",10,8.97,16,258,148,152.53,2,1.22,36.8,31.55,5.25,0.78,1.78372352285396,17.0044593088071,25,0.64,15.29,6.32
"2025",16,"00-0039451","Isaiah Williams","WR","NYJ",4,3.31,4,-8,25,16.6,0,0.05,6.5,5.3,1.2,-0.05,1.20845921450151,5.01510574018127,17,0.235294117647059,11,7.69
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0039623","Mason Tipton","WR","NO",4,3.72,5,30,29,36.02,0,0.07,8.1,8.49,-0.390000000000001,-0.09,1.34408602150538,9.68279569892473,25,0.2,15.29,11.57
"2025",16,"00-0037614","John Metchie III","WR","NYJ",1,3.37,5,41,4,36.92,0,0.05,1.4,7.34,-5.94,-0.05,1.48367952522255,10.9554896142433,17,0.294117647058824,11,7.63
"2025",16,"00-0037231","Kevin Austin Jr.","WR","NO",2,2.25,3,15,18,20.19,0,0.04,3.8,4.49,-0.69,-0.04,1.33333333333333,8.97333333333333,25,0.12,15.29,13.04
"2025",16,"00-0039890","Adonai Mitchell","WR","NYJ",3,3.4,6,72,43,42.6,0,0.04,7.3,7.87,-0.57,-0.04,1.76470588235294,12.5294117647059,17,0.352941176470588,11,7.6
"2025",16,"00-0036427","Tyler Johnson","WR","NYJ",1,0.78,1,3,7,4.91,0,0,1.7,1.28,0.42,0,1.28205128205128,6.2948717948718,17,0.0588235294117647,11,10.22
"2025",16,"00-0034860","Dante Pettis","WR","NO",0,0.35,1,24,0,9.45,0,0.1,0,1.92,-1.92,-0.1,2.85714285714286,27,25,0.04,15.29,14.94
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0040582","Arian Smith","WR","NYJ",0,0.14,1,40,0,5.67,0,0.14,0,1.55,-1.55,-0.14,7.14285714285714,40.5,17,0.0588235294117647,11,10.86
"2025",16,"00-0035659","Terry McLaurin","WR","WAS",3,2.46,4,56,53,34.49,0,0.05,8.3,6.24,2.06,-0.05,1.6260162601626,14.020325203252,13,0.307692307692308,8.34,5.88
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0037742","Treylon Burks","WR","WAS",2,2.9,5,53,30,34.03,0,0.56,5,9.68,-4.68,-0.56,1.72413793103448,11.7344827586207,13,0.384615384615385,8.34,5.44
"2025",16,"00-0036912","DeVonta Smith","WR","PHI",6,4.97,8,65,42,51.24,1,0.92,16.2,15.61,0.59,0.08,1.60965794768612,10.3098591549296,23,0.347826086956522,15.63,10.66
"2025",16,"00-0035676","A.J. Brown","WR","PHI",9,8.39,12,92,95,88.96,0,0.14,18.5,18.11,0.390000000000001,-0.14,1.43027413587604,10.6030989272944,23,0.521739130434783,15.63,7.24
"2025",16,"00-0035719","Deebo Samuel Sr.","WR","WAS",3,2.98,4,18,35,27.56,0,0.02,6.5,5.87,0.63,-0.02,1.34228187919463,9.24832214765101,13,0.307692307692308,8.34,5.36
"2025",16,"00-0037741","Jahan Dotson","WR","PHI",3,2.27,3,13,13,18.22,0,0.04,4.3,4.31,-0.00999999999999979,-0.04,1.3215859030837,8.02643171806167,23,0.130434782608696,15.63,13.36
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0036963","Amon-Ra St. Brown","WR","DET",4,6.77,9,30,54,53.95,0,1.36,9.4,20.31,-10.91,-1.36,1.32939438700148,7.96898079763663,30,0.3,20.8,14.03
"2025",16,"00-0035640","DK Metcalf","WR","PIT",4,6.25,9,105,42,92.41,0,0.06,8.2,15.88,-7.68,-0.06,1.44,14.7856,20,0.45,13.58,7.33
"2025",16,"00-0032464","Kalif Raymond","WR","DET",4,4.03,5,14,62,33.23,1,0.03,16.2,7.54,8.66,0.97,1.24069478908189,8.24565756823821,30,0.166666666666667,20.8,16.77
"2025",16,"00-0030035","Adam Thielen","WR","PIT",4,2.95,4,36,49,40.62,0,0.03,8.9,7.2,1.7,-0.03,1.35593220338983,13.7694915254237,20,0.2,13.58,10.63
"2025",16,"00-0037837","Calvin Austin III","WR","PIT",1,0.65,1,8,8,8.18,0,0,1.8,1.48,0.32,0,1.53846153846154,12.5846153846154,20,0.05,13.58,12.93
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0037240","Jameson Williams","WR","DET",5,5.57,9,117,70,83.6,0,0.47,12,16.77,-4.77,-0.47,1.61579892280072,15.0089766606822,30,0.3,20.8,15.23
"2025",16,"00-0040669","Isaac TeSlaa","WR","DET",4,4.43,7,52,52,40.95,1,1.25,15.2,16.01,-0.810000000000002,-0.25,1.58013544018059,9.24379232505643,30,0.233333333333333,20.8,16.37
"2025",16,"00-0034272","Marquez Valdes-Scantling","WR","PIT",1,1.41,3,81,6,32.13,0,0.3,1.6,6.42,-4.82,-0.3,2.12765957446809,22.7872340425532,20,0.15,13.58,12.17
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0035298","Scott Miller","WR","PIT",3,2.32,3,14,19,21.83,0,0.08,4.9,5.01,-0.109999999999999,-0.08,1.29310344827586,9.40948275862069,20,0.15,13.58,11.26
"2025",16,"00-0036252","Michael Pittman","WR","IND",4,3.43,5,59,32,44.31,0,0.05,7.2,8.15,-0.95,-0.05,1.45772594752187,12.9183673469388,19,0.263157894736842,11.55,8.12
"2025",16,"00-0038997","Josh Downs","WR","IND",5,5.49,9,111,65,69,0,0.06,11.8,13.56,-1.76,-0.09,1.63934426229508,12.568306010929,19,0.473684210526316,11.55,6.06
"2025",16,"00-0037664","Alec Pierce","WR","IND",4,1.88,4,70,86,36.87,2,0.71,24.6,9.86,14.74,1.29,2.12765957446809,19.6117021276596,19,0.210526315789474,11.55,9.67
"2025",16,"00-0032775","Demarcus Robinson","WR","SF",2,1.18,2,23,23,13.62,1,0.36,10.3,4.71,5.59,0.64,1.69491525423729,11.5423728813559,14,0.142857142857143,9.14,7.96
"2025",16,"00-0036259","Jauan Jennings","WR","SF",5,3.87,6,64,71,57.83,1,0.64,18.1,13.49,4.61,0.36,1.55038759689922,14.9431524547804,14,0.428571428571429,9.14,5.27
"2025",16,"00-0033307","Kendrick Bourne","WR","SF",3,3.57,5,48,27,48.39,0,0.11,5.7,9.05,-3.35,-0.11,1.40056022408964,13.5546218487395,14,0.357142857142857,9.14,5.57
"2025",16,"00-0038090","Skyy Moore","WR","SF",1,0.52,1,21,23,13.13,0,0.01,3.3,1.89,1.41,-0.01,1.92307692307692,25.25,14,0.0714285714285714,9.14,8.62
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0040352","Coleman Owen","WR","IND",0,0.75,1,2,0,5.32,0,0,0,1.31,-1.31,0,1.33333333333333,7.09333333333333,19,0.0526315789473684,11.55,10.8
"2025",16,"00-0040124","Tetairoa McMillan","WR","CAR",6,5.47,10,117,73,66.85,1,0.51,19.3,15.22,4.08,0.49,1.82815356489945,12.2212065813528,18,0.555555555555556,9.71,4.24
"2025",16,"00-0031408","Mike Evans","WR","TB",5,6.09,9,60,31,57.65,1,1.24,14.1,19.32,-5.22,-0.24,1.47783251231527,9.46633825944171,21,0.428571428571429,14.67,8.58
"2025",16,"00-0033921","Chris Godwin Jr.","WR","TB",5,4.21,6,39,30,41.78,0,0.25,8,9.87,-1.87,-0.25,1.42517814726841,9.92399049881235,21,0.285714285714286,14.67,10.46
"2025",16,"00-0039855","Jalen McMillan","WR","TB",2,2.33,3,11,15,17.76,0,0.02,3.6,5.18,-1.58,-0.1,1.28755364806867,7.62231759656652,21,0.142857142857143,14.67,12.34
"2025",16,"00-0039342","Xavier Legette","WR","CAR",1,1.48,3,30,12,20.03,0,0.01,2.2,3.54,-1.34,-0.01,2.02702702702703,13.5337837837838,18,0.166666666666667,9.71,8.23
"2025",16,"00-0040129","Emeka Egbuka","WR","TB",1,1.14,2,40,40,21.71,0,0.01,5,3.36,1.64,-0.01,1.75438596491228,19.0438596491228,21,0.0952380952380952,14.67,13.53
,,,,,,,,,,,,,,,,,,,,,,,
"2025",16,"00-0039491","Jalen Coker","WR","CAR",3,2.76,5,70,47,40.14,0,0.42,7.7,9.31,-1.61,-0.42,1.81159420289855,14.5434782608696,18,0.277777777777778,9.71,6.95
"2025",16,"00-0040237","Tez Johnson","WR","TB",1,0.9,1,-3,-1,5.77,0,0,0.9,1.49,-0.59,0,1.11111111111111,6.41111111111111,21,0.0476190476190476,14.67,13.77
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0036900","Ja'Marr Chase","WR","CIN",7,6.77,9,47,60,68.77,2,0.63,25,17.4,7.6,1.37,1.32939438700148,10.1580502215657,21,0.428571428571429,14.58,7.81
"2025",17,"00-0036410","Tee Higgins","WR","CIN",4,2.97,5,91,59,50.94,0,0.33,9.9,10.05,-0.15,-0.33,1.68350168350168,17.1515151515151,21,0.238095238095238,14.58,11.61
"2025",17,"00-0038619","Andrei Iosivas","WR","CIN",4,4.02,6,69,41,57.64,0,0.14,8.1,10.64,-2.54,-0.14,1.49253731343284,14.3383084577114,21,0.285714285714286,14.58,10.56
"2025",17,"00-0038559","Michael Wilson","WR","ARI",5,6.48,10,100,89,73.99,1,0.09,19.9,14.42,5.48,0.91,1.54320987654321,11.4182098765432,14,0.714285714285714,8.57,2.09
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0039849","Marvin Harrison Jr.","WR","ARI",0,0.6,1,11,0,9.07,0,0,0,1.51,-1.51,0,1.66666666666667,15.1166666666667,14,0.0714285714285714,8.57,7.97
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0039521","Xavier Weaver","WR","ARI",2,1.49,3,48,24,26.46,0,0.04,4.4,4.38,0.0200000000000005,-0.04,2.01342281879195,17.758389261745,14,0.214285714285714,8.57,7.08
"2025",17,"00-0040534","Ke'Shawn Williams","WR","CIN",1,0.82,1,5,5,8.85,0,0.01,1.5,1.75,-0.25,-0.01,1.21951219512195,10.7926829268293,21,0.0476190476190476,14.58,13.76
"2025",17,"00-0037816","Romeo Doubs","WR","GB",3,1.66,3,49,62,26.42,0,0.02,9.2,4.44,4.76,-0.02,1.80722891566265,15.9156626506024,17,0.176470588235294,10.03,8.37
"2025",17,"00-0038124","Christian Watson","WR","GB",5,3.31,6,93,113,55.49,1,0.05,22.3,9.17,13.13,0.95,1.81268882175227,16.7643504531722,17,0.352941176470588,10.03,6.72
"2025",17,"00-0039064","Zay Flowers","WR","BAL",4,2.92,5,18,30,18.47,1,0.69,13,8.88,4.12,0.31,1.71232876712329,6.32534246575342,7,0.714285714285714,3.82,0.9
"2025",17,"00-0036550","Rashod Bateman","WR","BAL",1,0.71,1,4,7,4.75,0,0.03,1.7,1.34,0.36,-0.03,1.40845070422535,6.69014084507042,7,0.142857142857143,3.82,3.11
"2025",17,"00-0038393","Dontayvion Wicks","WR","GB",1,0.76,1,6,7,7.44,0,0,1.7,1.52,0.18,0,1.31578947368421,9.78947368421053,17,0.0588235294117647,10.03,9.27
"2025",17,"00-0030564","DeAndre Hopkins","WR","BAL",0,0.19,1,16,0,2.94,0,0.19,0,1.6,-1.6,-0.19,5.26315789473684,15.4736842105263,7,0.142857142857143,3.82,3.63
"2025",17,"00-0039146","Jayden Reed","WR","GB",4,2.73,4,31,41,25.39,0,0.03,8.1,5.45,2.65,-0.03,1.46520146520147,9.3003663003663,17,0.235294117647059,10.03,7.3
"2025",17,"00-0040667","Matthew Golden","WR","GB",1,1.57,3,57,12,26.46,0,0.06,2.2,4.61,-2.41,-0.06,1.91082802547771,16.8535031847134,17,0.176470588235294,10.03,8.46
"2025",17,"00-0036259","Jauan Jennings","WR","SF",2,2.74,4,38,42,33.74,1,0.14,12.2,6.96,5.24,0.86,1.45985401459854,12.3138686131387,15,0.266666666666667,9.9,7.16
"2025",17,"00-0039916","Ricky Pearsall","WR","SF",5,5.25,8,100,85,84.1,0,0.12,13.5,14.35,-0.85,-0.12,1.52380952380952,16.0190476190476,15,0.533333333333333,9.9,4.65
"2025",17,"00-0032775","Demarcus Robinson","WR","SF",2,1.34,2,29,30,22.03,0,0.49,5,6.51,-1.51,-0.49,1.49253731343284,16.4402985074627,15,0.133333333333333,9.9,8.56
"2025",17,"00-0040277","Jahdae Walker","WR","CHI",2,2.24,4,39,30,29.45,0,0.43,5,7.77,-2.77,-0.43,1.78571428571429,13.1473214285714,18,0.222222222222222,11.83,9.59
"2025",17,"00-0034827","DJ Moore","WR","CHI",1,2.68,4,22,7,24.23,0,0.54,1.7,8.35,-6.65,-0.54,1.49253731343284,9.0410447761194,18,0.222222222222222,11.83,9.15
"2025",17,"00-0040735","Luther Burden III","WR","CHI",8,6.14,9,88,138,63.58,1,0.33,27.8,14.5,13.3,0.67,1.46579804560261,10.3550488599349,18,0.5,11.83,5.69
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0033307","Kendrick Bourne","WR","SF",1,0.57,1,20,25,13.77,0,0.01,3.5,1.99,1.51,-0.01,1.75438596491228,24.1578947368421,15,0.0666666666666667,9.9,9.33
"2025",17,"00-0036331","Devin Duvernay","WR","CHI",0,0.77,1,3,0,4.79,0,0.01,0,1.3,-1.3,-0.01,1.2987012987013,6.22077922077922,18,0.0555555555555556,11.83,11.06
"2025",17,"00-0036358","CeeDee Lamb","WR","DAL",5,6.25,10,162,46,109.22,0,0.49,9.6,20.08,-10.48,-0.49,1.6,17.4752,25,0.4,16.15,9.9
"2025",17,"00-0037247","George Pickens","WR","DAL",4,3.68,5,42,78,50.68,0,0.06,11.8,9.1,2.7,-0.06,1.35869565217391,13.7717391304348,25,0.2,16.15,12.47
"2025",17,"00-0037742","Treylon Burks","WR","WAS",1,1.14,2,11,11,8.9,0,0.4,2.1,4.44,-2.34,-0.4,1.75438596491228,7.80701754385965,14,0.142857142857143,8.93,7.79
"2025",17,"00-0035659","Terry McLaurin","WR","WAS",5,4.05,7,79,63,59.09,0,0.02,11.3,10.1,1.2,-0.02,1.7283950617284,14.5901234567901,14,0.5,8.93,4.88
"2025",17,"00-0035719","Deebo Samuel Sr.","WR","WAS",2,3.04,4,19,68,28.52,0,0.01,11.3,7.37,3.93,-0.05,1.31578947368421,9.38157894736842,14,0.285714285714286,8.93,5.89
"2025",17,"00-0037666","Jalen Tolbert","WR","DAL",4,5.21,8,79,31,67.07,0,0.59,7.1,15.44,-8.34,-0.59,1.53550863723608,12.873320537428,25,0.32,16.15,10.94
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0037801","KaVontae Turpin","WR","DAL",1,0.35,1,40,86,15.87,1,0.03,15.6,2.11,13.49,0.97,2.85714285714286,45.3428571428571,25,0.04,16.15,15.8
"2025",17,"00-0032398","Chris Moore","WR","WAS",1,0.7,1,8,15,7.89,0,0,2.5,1.5,1,0,1.42857142857143,11.2714285714286,14,0.0714285714285714,8.93,8.23
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0039062","Jonathan Mingo","WR","DAL",0,0.66,1,13,0,11.29,0,0,0,1.8,-1.8,0,1.51515151515152,17.1060606060606,25,0.04,16.15,15.49
"2025",17,"00-0036959","Michael Bandy","WR","DEN",2,1.41,2,11,14,13.51,0,0.01,3.4,2.8,0.6,-0.01,1.41843971631206,9.58156028368794,25,0.08,16.13,14.72
"2025",17,"00-0039868","Troy Franklin","WR","DEN",4,2.77,4,9,17,17.41,0,0.08,5.7,4.99,0.71,-0.08,1.44404332129964,6.28519855595668,25,0.16,16.13,13.36
"2025",17,"00-0035406","Lil'Jordan Humphrey","WR","DEN",2,3.11,5,39,23,30.35,0,0.19,4.3,7.26,-2.96,-0.19,1.60771704180064,9.7588424437299,25,0.2,16.13,13.02
"2025",17,"00-0039894","Xavier Worthy","WR","KC",0,1.79,3,38,0,15.74,0,0.04,0.1,4.28,-4.18,-0.04,1.67597765363128,8.79329608938547,9,0.333333333333333,5.17,3.38
"2025",17,"00-0038976","Marvin Mims Jr.","WR","DEN",3,3.04,4,14,10,24.42,0,0.05,4,5.79,-1.79,-0.05,1.31578947368421,8.03289473684211,25,0.16,16.13,13.09
,,,,,,,,,,,,,,,,,,,,,,,
"2025",17,"00-0034348","Courtland Sutton","WR","DEN",4,5.8,10,107,40,74.34,0,0.79,8,17.98,-9.98,-0.79,1.72413793103448,12.8172413793103,25,0.4,16.13,10.33
"2025",17,"00-0035662","Marquise Brown","WR","KC",1,1.35,3,36,7,14.81,0,0.2,1.7,4.03,-2.33,-0.2,2.22222222222222,10.9703703703704,9,0.333333333333333,5.17,3.82
,,,,,,,,,,,,,,,,,,,,,,,
