"season","player_id","full_name","position","posteam","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_two_point_conv_exp","rec_two_point_conv_exp","rush_two_point_conv_exp","pass_first_down","rec_first_down","rush_first_down","pass_first_down_exp","rec_first_down_exp","rush_first_down_exp","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_two_point_conv_diff","rec_two_point_conv_diff","rush_two_point_conv_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_interception_diff","rec_interception_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_first_down_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_two_point_conv_exp_team","rec_two_point_conv_exp_team","rush_two_point_conv_exp_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_first_down_exp_team","rec_first_down_exp_team","rush_first_down_exp_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_two_point_conv_diff_team","rec_two_point_conv_diff_team","rush_two_point_conv_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_first_down_diff_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","games"
"2021","00-0033904","Dion Dawkins","OL","BUF",0,1,0,0,1,0,0,0,0.64,0,0,0,0,1.02,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.01,0,0,0,4.55,0,0,0,0,0,1.02,0,0.64,0,0.67,0,4.55,0,-0.64,0,-1.02,0,0,-0.64,0,0,0,0,0,-0.67,0,0,-0.01,0,-4.55,0,-1.02,-0.64,-0.67,-4.55,26,26,44,235,235,11,11,16.51,16.51,120,120,233,182.14,182.16,179.24,0,0,4,2.71,2.73,2.99,1,1,0,0.59,0.59,0,8,8,19,9.62,9.63,11.03,3,3,0.43,0.42,0,0,18.46,52.19,35.81,0.8,25,47.3,-5.51,-5.51,-62.14,-62.16,53.76,-2.71,-2.73,1.01,0.41,0.41,0,-1.62,-1.63,7.97,2.57,2.58,-17.66,-27.19,11.49,353,361.4,-8.40000000000001,4,5.72,-1.72,27,20.66,6.34,72.3,88,-15.7,1
"2021","00-0036560","Tommy Doyle","OL","BUF",0,1,0,0,1,0,1,0,0.63,0,1,0,0,1.13,0,0,1,0,0,0.63,0,0,0,0,0,0,0,0,1,0,0,0.67,0,0,0,0,0.01,0,0,0,4.53,0,0,7.1,0,1,1.13,1,0.63,1,0.67,7.1,4.53,0,0.37,0,-0.13,0,0,0.37,0,0,0,0,0,0.33,0,0,-0.01,0,2.57,0,-0.13,0.37,0.33,2.57,25,25,29,230,230,21,21,16.82,16.82,308,308,174,201.57,201.58,119.08,5,5,2,2.5,2.5,1.65,0,0,0,0,0,0,13,13,14,9.14,9.14,11.1,0,0,0.49,0.48,0,0,17.07,51.96,21.74,32.32,81.8,29.4,4.18,4.18,106.43,106.42,54.92,2.5,2.5,0.35,0,0,0,3.86,3.86,2.9,-0.49,-0.48,15.25,29.84,7.66,482,320.66,161.34,7,4.15,2.85,27,20.24,6.76,111.2,73.7,37.5,1
"2022","00-0028986","Case Keenum","QB","BUF",7,0,5,57,0,2,0,4.87,0,8,0,0,61.53,0,0.52,0,0,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0,3.63,0,0.29,0,0,0.11,0,0,0,2.47,0,0.15,0.32,0,0,8,62.05,0,0.07,0,3.92,0.32,2.62,-2.87,0,-53.53,0,-0.52,-0.05,0,-0.02,0,0,0,-3.63,0,-0.29,-0.11,0,-2.15,0,-0.15,-54.05,-0.07,-3.92,-2.3,76,76,42,756,756,48,48,50.96,50.92,749,749,221,619.13,619.14,173.09,8,8,1,6.42,6.44,0.38,0,0,0,0,0,0,28,28,10,29.97,29.95,7.63,1,1,1.55,1.54,1,0,47.4,151.44,19.54,59.96,168.9,28.1,-2.96,-2.92,129.87,129.86,47.91,1.58,1.56,0.62,0,0,0,-1.97,-1.95,2.37,-0.55,-0.54,12.56,17.46,8.56,970,792.23,177.77,9,6.82,2.18,38,37.58,0.42,197,170.98,26.02,2
"2021","00-0033550","Davis Webb","QB","BUF",0,0,2,0,0,0,0,0,0,0,0,-3,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,-0.3,-3,-2,0,0,0,0,-0.3,-0.2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-1,0,0,-0.1,28,28,24,362,362,21,21,17.24,17.24,366,366,139,259.9,259.9,90.82,2,2,4,2.5,2.48,1.99,0,0,0,0,0,0,15,15,10,10.98,10.97,6.27,1,1,0.57,0.57,0,1,19.26,58.23,20.98,20.64,69.6,35.9,3.76,3.76,106.1,106.1,48.18,-0.5,-0.48,2.01,0,0,0,4.02,4.03,3.73,0.43,0.43,1.38,11.37,14.92,505,350.72,154.28,6,4.47,1.53,25,17.24,7.76,105.5,79.21,26.29,1
"2020","00-0034857","Josh Allen","QB","BUF",692,1,127,5939,-5,473,1,463.46,0.89,5361,12,566,5352.71,3.36,534.03,42,1,9,47.86,0.1,8.75,0,0,0,1.12,0,0,272,1,45,260.74,0.21,46.83,11,0,13.76,0,0,4,380.22,1.83,105.91,360.44,8.2,102.6,5939,5890.1,52,56.71,318,307.78,471.24,487.96,9.54,0.11,8.28999999999994,8.64,31.97,-5.86,0.9,0.25,-1.12,0,0,11.26,0.79,-1.83,-2.76,0,-19.78,6.37,-3.31,48.9,-4.71,10.22,-16.72,716,716,466,6215,6215,487,487,479.28,479.29,5603,5603,1980,5572.47,5572.43,2006.23,45,45,17,48.96,48.95,20.55,0,0,0,1.12,1.12,0,284,284,132,270.11,270.11,138.22,12,12,14.36,14.44,2,5,392.22,1332.52,323.87,380.12,1313.3,290,7.72,7.71,30.53,30.57,-26.23,-3.96,-3.95,-3.55,-1.12,-1.12,0,13.89,13.89,-6.22,-2.36,-2.44,-12.1,-19.22,-33.87,7583,7578.66,4.34000000000005,62,69.5,-7.5,416,408.33,7.67,1603.3,1656.39,-53.09,19
"2021","00-0034857","Josh Allen","QB","BUF",708,0,139,5823,0,457,0,473.91,0,5044,0,897,5340.71,0,694.42,45,0,6,49.89,0,8.32,2,1,1,2.41,0.63,0.75,261,0,64,268.91,0,58.97,15,0,13.58,0,0,2,390.76,1.26,121.06,355.76,2,123.7,5941,6035.13,51,58.21,325,327.88,481.46,513.08,-16.91,0,-296.71,0,202.58,-4.89,0,-2.32,-0.41,0.37,0.25,-7.91,0,5.03,1.42,0,-35,0.74,2.64,-94.1299999999999,-7.21,-2.88,-31.62,717,717,514,5883,5883,463,463,480.25,480.26,5087,5087,2488,5409.32,5409.38,2282.77,45,45,23,50.32,50.34,24.9,3,3,1,3.04,3.04,0.75,263,263,157,272.27,272.27,152.25,16,16,13.7,13.65,1,3,396.23,1329.09,379.37,357.48,1245.7,382.8,-17.25,-17.26,-322.32,-322.38,205.23,-5.32,-5.34,-1.9,-0.0399999999999999,-0.0399999999999999,0.25,-9.27,-9.27,4.75,2.3,2.35,-38.75,-83.39,3.43000000000001,7575,7692.15,-117.15,68,75.24,-7.24,420,424.52,-4.52,1628.5,1708.46,-79.96,19
"2022","00-0034857","Josh Allen","QB","BUF",648,0,136,6211,0,407,0,421.27,0,4900,0,808,5116.18,0,657.46,38,0,8,41,0,7.8,1,0,1,0.54,0,0.44,242,0,60,251.04,0,51.87,17,0,14.1,0,0,2,341.63,0,113.6,316,0,126.8,5708,5773.64,46,48.8,302,302.91,442.8,455.23,-14.27,0,-216.18,0,150.54,-3,0,0.2,0.46,0,0.56,-9.04,0,8.13,2.9,0,-25.63,0,13.2,-65.6399999999999,-2.8,-0.909999999999993,-12.43,655,655,475,6268,6268,409,409,426.14,426.12,4908,4908,2402,5177.71,5177.71,2139.54,38,38,17,41.05,41.12,17.53,1,1,1,0.54,0.54,0.85,242,242,140,254.67,254.6,135.34,17,17,14.21,14.25,2,7,344.1,1191.45,321.5,316.32,1125.8,330.2,-17.14,-17.12,-269.71,-269.71,262.46,-3.05,-3.12,-0.53,0.46,0.46,0.15,-12.67,-12.6,4.66,2.79,2.75,-27.78,-65.65,8.7,7310,7317.25,-7.25000000000001,55,58.65,-3.65,382,389.94,-7.94,1456,1512.95,-56.95,18
"2023","00-0034857","Josh Allen","QB","BUF",648,0,131,5459,0,432,0,425.93,0,4695,0,670,4720.07,0,618.52,33,0,18,32.02,0,11.43,2,0,0,1.68,0,0,222,0,66,226.85,0,62.41,18,0,12.93,0,0,3,294.38,0,130.24,287.8,0,169,5365,5338.59,51,43.45,288,289.26,456.8,424.62,6.07,0,-25.07,0,51.48,0.98,0,6.57,0.32,0,0,-4.85,0,3.59,5.07,0,-6.58,0,38.76,26.4100000000002,7.55,-1.26,32.18,648,648,585,5459,5459,432,432,425.93,425.9,4695,4695,2561,4720.07,4719.99,2504.48,33,33,25,32.02,31.92,27.53,2,2,0,1.68,1.68,0,222,222,183,226.85,226.88,176.74,18,18,12.93,12.93,4,4,294.38,1093.49,415.68,287.8,1095.5,398.1,6.07,6.1,-25.07,-24.99,56.52,0.98,1.08,-2.53,0.32,0.32,0,-4.85,-4.88,6.26,5.07,5.07,-6.58,2.00999999999999,-17.58,7256,7224.47,31.53,58,59.45,-1.45,405,403.62,1.38,1493.6,1509.17,-15.57,19
"2024","00-0034857","Josh Allen","QB","BUF",565,0,131,4696,0,365,0,373.52,0,4360,0,636,4188.05,0,572.31,32,0,14,33.31,0,13.17,2,0,0,1.82,0,0,199,0,65,202.26,0,62.56,6,0,11.71,0,0,0,280.9,0,136.2,294.4,0,147.6,4996,4760.36,46,46.48,264,264.82,442,417.1,-8.51999999999999,0,171.95,0,63.69,-1.31,0,0.83,0.18,0,0,-3.26,0,2.44,-5.71,0,13.5,0,11.4,235.64,-0.479999999999999,-0.820000000000003,24.9,570,570,570,4710,4710,369,369,377.33,377.35,4438,4438,2604,4221.94,4221.95,2361.04,33,33,37,33.34,33.28,29.29,2,2,0,1.82,1.82,0.34,200,200,167,203.48,203.49,162.05,6,6,11.81,11.79,0,0,282.23,1003.09,412.55,301.52,1014.8,482.4,-8.33,-8.35,216.06,216.05,242.96,-0.339999999999999,-0.28,7.71,0.18,0.18,-0.34,-3.48,-3.49,4.95,-5.81,-5.79,19.29,11.71,69.85,7042,6582.99,459.01,70,62.57,7.43,367,365.54,1.46,1497.2,1415.64,81.56,19
"2025","00-0034857","Josh Allen","QB","BUF",534,0,135,3996,0,372,0,366.59,0,4135,0,678,4040.92,0,540.61,29,0,16,24.41,0,12.78,1,0,0,3.88,0,0,203,0,59,203.89,0,58,12,0,11.04,0,0,3,245.04,0,130.84,259.4,0,157.8,4813,4581.53,45,37.19,262,261.89,417.2,375.88,5.41,0,94.08,0,137.39,4.59,0,3.22,-2.88,0,0,-0.89,0,1,0.96,0,14.36,0,26.96,231.47,7.81,0.110000000000001,41.32,540,540,566,4052,4052,375,375,370.71,370.72,4189,4189,2765,4105.13,4105.17,2369.45,29,29,31,24.45,24.4,26.85,1,1,0,3.88,3.88,0,206,206,154,207.4,207.42,156.5,12,12,11.17,11.18,2,7,247.51,935.77,398.17,261.56,965.9,448.5,4.29,4.28,83.87,83.83,395.55,4.55,4.6,4.15,-2.88,-2.88,0,-1.4,-1.42,-2.5,0.83,0.82,14.05,30.13,50.33,6954,6474.62,479.38,60,51.25,8.75,360,363.92,-3.92,1414.4,1333.94,80.46,18
"2023","00-0034577","Kyle Allen","QB","BUF",0,0,13,0,0,0,0,0,0,0,0,-13,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,0,0,-1.3,-13,-13,0,0,0,0,-1.3,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,221,1364,1364,114,114,115.3,115.27,1350,1350,978,1273.31,1273.29,890.21,12,12,11,11.14,11.09,14.15,0,0,0,0,0,0,64,64,67,64.14,64.12,63.97,3,3,3.08,3.11,0,0,89.32,309.49,173.92,96,321,163.8,-1.3,-1.27,76.69,76.71,87.79,0.86,0.91,-3.15,0,0,0,-0.140000000000001,-0.119999999999999,3.03,-0.08,-0.11,6.68,11.51,-10.12,2328,2163.5,164.5,23,25.24,-2.24,131,128.09,2.91,484.8,483.41,1.39,6
"2020","00-0030533","Matt Barkley","QB","BUF",21,0,6,251,0,11,0,13.99,0,197,0,-6,200.49,0,-6,1,0,0,0.66,0,0,0,0,0,0,0,0,9,0,0,8.24,0,0,1,0,0.55,0,0,0,9.55,0,-0.6,9.88,0,-0.6,191,194.49,1,0.66,9,8.24,9.28,8.95,-2.99,0,-3.48999999999999,0,0,0.34,0,0,0,0,0,0.76,0,0,0.45,0,0.33,0,0,-3.48999999999999,0.34,0.76,0.329999999999999,124,124,78,1254,1254,83,83,81.89,81.9,1017,1017,303,1028.69,1028.69,331.42,10,10,3,7.48,7.46,2.2,0,0,0,0.56,0.56,0,54,54,22,49.37,49.36,22.15,4,4,2.73,2.77,0,0,66.73,230.76,46.32,72.68,244.7,48.3,1.11,1.1,-11.69,-11.69,-28.42,2.52,2.54,0.8,-0.56,-0.56,0,4.63,4.64,-0.15,1.27,1.23,5.95,13.94,1.98,1320,1360.11,-40.11,13,9.66,3.34,76,71.51,4.49,293,277.08,15.92,3
"2024","00-0034401","Mike White","QB","BUF",11,0,0,98,0,3,0,6.41,0,28,0,0,68.5,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1,0,0,3.39,0,0,0,0,0.48,0,0,0,1.95,0,0,1.12,0,0,28,68.5,0,0.04,1,3.39,1.12,1.95,-3.41,0,-40.5,0,0,-0.04,0,0,0,0,0,-2.39,0,0,-0.48,0,-0.83,0,0,-40.5,-0.04,-2.39,-0.83,32,32,33,226,226,18,18,20.13,20.14,129,129,130,186.73,186.73,130.83,1,1,1,1.29,1.3,2.44,0,0,0,0,0,0,7,7,8,9.94,9.93,9.88,0,0,0.92,0.91,0,0,10.8,46.56,27.73,9.16,36.9,19,-2.13,-2.14,-57.73,-57.73,-0.830000000000004,-0.29,-0.3,-1.44,0,0,0,-2.94,-2.93,-1.88,-0.92,-0.91,-1.64,-9.66,-8.73,259,317.56,-58.56,2,3.74,-1.74,15,19.81,-4.81,55.9,74.29,-18.39,1
"2021","00-0033869","Mitchell Trubisky","QB","BUF",8,0,16,41,0,6,0,5.97,0,43,0,22,61.5,0,0.26,0,0,1,0.06,0,0.53,0,0,0,0,0,0,2,0,3,3.03,0,1.24,1,0,0.1,0,0,0,2.49,0,3.21,-0.28,0,8.2,65,61.76,1,0.59,5,4.27,7.92,5.7,0.0299999999999999,0,-18.5,0,21.74,-0.06,0,0.47,0,0,0,-1.03,0,1.76,0.9,0,-2.77,0,4.99,3.24,0.41,0.73,2.22,219,219,178,1920,1920,141,141,142.03,142.07,1584,1584,895,1645.99,1645.98,738.9,17,17,9,18.4,18.39,10.04,0,0,1,0.61,0.61,0.4,81,81,56,85.06,85.04,51.84,5,5,4.29,4.26,1,0,132.03,418.21,135.05,121.36,399.4,145.5,-1.03,-1.07,-61.99,-61.98,156.1,-1.4,-1.39,-1.04,-0.61,-0.61,0.6,-4.06,-4.04,4.16,0.71,0.74,-10.67,-18.81,10.45,2479,2384.88,94.12,26,28.43,-2.43,137,136.88,0.119999999999999,544.9,553.26,-8.36,6
"2024","00-0033869","Mitchell Trubisky","QB","BUF",26,0,20,142,0,19,0,17.53,0,179,0,-2,152.12,0,4.54,2,0,0,1.28,0,0.29,0,0,0,0,0,0,7,0,1,7.77,0,1.97,0,0,0.54,0,0,0,10.18,0,2.18,15.16,0,-0.2,177,156.66,2,1.57,8,9.74,14.96,12.36,1.47,0,26.88,0,-6.54,0.72,0,-0.29,0,0,0,-0.77,0,-0.97,-0.54,0,4.98,0,-2.38,20.34,0.43,-1.74,2.6,256,256,292,1927,1927,169,169,170.82,170.82,1947,1947,1267,1825.61,1825.58,1171.32,15,15,16,14.84,14.85,12.89,1,1,0,0.6,0.6,0,84,84,84,89.21,89.2,80.25,3,3,5.23,5.23,0,0,123.12,443.57,194.39,133.88,455.7,222.7,-1.82,-1.82,121.39,121.42,95.68,0.16,0.15,3.11,0.4,0.4,0,-5.21,-5.2,3.75,-2.23,-2.23,10.76,12.13,28.31,3214,2996.9,217.1,31,27.74,3.26,168,169.45,-1.45,678.4,637.96,40.44,9
"2025","00-0033869","Mitchell Trubisky","QB","BUF",35,0,9,255,0,25,0,22.83,0,313,0,6,256.87,0,8.68,4,0,0,4.05,0,0.01,1,0,0,1.08,0,0,19,0,0,16.2,0,0.57,0,0,0.63,0,0,0,27.37,0,0.96,30.52,0,0.6,319,265.55,4,4.06,19,16.77,31.12,28.33,2.17,0,56.13,0,-2.68,-0.0499999999999998,0,-0.01,-0.0800000000000001,0,0,2.8,0,-0.57,-0.63,0,3.15,0,-0.36,53.45,-0.0599999999999996,2.23,2.79,119,119,143,896,896,79,79,82.16,82.19,930,930,767,963.37,963.38,610.46,7,7,8,7.06,7.03,8.05,1,1,0,1.62,1.62,0,47,47,41,49.24,49.29,40.78,1,1,2.43,2.41,0,2,65.18,224.12,109.34,65.2,216,120.7,-3.16,-3.19,-33.37,-33.38,156.54,-0.0599999999999996,-0.0300000000000001,-0.0500000000000003,-0.62,-0.62,0,-2.24,-2.29,0.22,-1.43,-1.41,0.0199999999999987,-8.11999999999999,11.36,1697,1573.84,123.16,15,15.08,-0.08,88,90.07,-2.07,336.7,333.46,3.24,4
"2020","00-0036188","Antonio Williams","RB","BUF",0,1,12,0,4,0,1,0,0.8,0,20,63,0,8.34,48.19,0,0,2,0,0.04,0.83,0,0,0,0,0,0,0,1,4,0,0.33,2.38,0,0,0,0.01,0,0,0,1.89,9.77,0,3,18.3,83,56.53,2,0.87,5,2.71,21.3,11.66,0,0.2,0,11.66,14.81,0,-0.04,1.17,0,0,0,0,0.67,1.62,0,-0.01,0,1.11,8.53,26.47,1.13,2.29,9.64,38,38,25,451,451,24,24,24.13,24.14,388,388,78,316.63,316.63,89.29,4,4,2,2.02,2,1.16,0,0,0,0,0,0,19,19,4,14.27,14.27,4.12,2,2,0.99,0.99,0,0,18.75,67.89,15.84,27.52,86.8,19.8,-0.129999999999999,-0.140000000000001,71.37,71.37,-11.29,1.98,2,0.84,0,0,0,4.73,4.73,-0.12,1.01,1.01,8.77,18.91,3.96,466,405.92,60.08,6,3.16,2.84,23,18.39,4.61,106.6,83.73,22.87,1
"2023","00-0035657","Damien Harris","RB","BUF",0,2,23,0,0,0,2,0,1.58,0,16,94,0,13.09,90.47,0,0,1,0,0.01,1.69,0,0,0,0,0,0,0,0,9,0,0.21,8.55,0,0,0,0.01,0,0,0,2.97,19.26,0,3.6,15.4,110,103.56,1,1.7,9,8.76,19,22.23,0,0.42,0,2.91,3.53,0,-0.01,-0.69,0,0,0,0,-0.21,0.45,0,-0.01,0,0.63,-3.86,6.44,-0.7,0.24,-3.23,205,205,162,1727,1727,147,147,137.21,137.2,1576,1576,709,1531.58,1531.55,664.26,13,13,7,11.77,11.74,8.4,0,0,0,0.54,0.54,0,77,77,46,76.68,76.68,42.33,6,6,4.13,4.13,2,1,101.17,362.11,116.93,103.04,378.6,110.9,9.79,9.8,44.42,44.45,44.74,1.23,1.26,-1.4,-0.54,-0.54,0,0.319999999999999,0.32,3.67,1.87,1.87,1.87,16.49,-6.03,2285,2195.81,89.19,20,20.14,-0.14,123,119.01,3.99,489.5,479.04,10.46,6
"2020","00-0035250","Devin Singletary","RB","BUF",0,59,172,0,58,0,46,0,45.41,0,313,750,0,375.73,777.93,0,0,2,0,1.62,4.84,0,0,0,0,0,0,0,9,43,0,14.56,45.13,0,0,0,0.5,0,1,0,92.71,106.87,0,77.3,85,1063,1153.66,2,6.46,52,59.69,162.3,199.58,0,0.59,0,-62.73,-27.93,0,-1.62,-2.84,0,0,0,0,-5.56,-2.13,0,-0.5,0,-15.41,-21.87,-90.66,-4.46,-7.69,-37.28,716,716,466,6215,6215,487,487,479.28,479.29,5603,5603,1980,5572.47,5572.43,2006.23,45,45,17,48.96,48.95,20.55,0,0,0,1.12,1.12,0,284,284,132,270.11,270.11,138.22,12,12,14.36,14.44,2,5,392.22,1332.52,323.87,380.12,1313.3,290,7.72,7.71,30.53,30.57,-26.23,-3.96,-3.95,-3.55,-1.12,-1.12,0,13.89,13.89,-6.22,-2.36,-2.44,-12.1,-19.22,-33.87,7583,7578.66,4.34000000000005,62,69.5,-7.5,416,408.33,7.67,1603.3,1656.39,-53.09,19
"2021","00-0035250","Devin Singletary","RB","BUF",0,59,214,0,-15,0,47,0,47.35,0,266,977,0,360.12,950.4,0,1,10,0,1.61,8.63,0,0,0,0,0,0,0,14,55,0,16.23,53.97,0,1,0,0.44,0,0,0,93.09,146.88,0,79.6,157.7,1243,1310.52,11,10.24,69,70.2,237.3,239.97,0,-0.349999999999999,0,-94.12,26.6,0,-0.61,1.37,0,0,0,0,-2.23,1.03,0,0.56,0,-13.49,10.82,-67.52,0.76,-1.2,-2.67,717,717,514,5883,5883,463,463,480.25,480.26,5087,5087,2488,5409.32,5409.38,2282.77,45,45,23,50.32,50.34,24.9,3,3,1,3.04,3.04,0.75,263,263,157,272.27,272.27,152.25,16,16,13.7,13.65,1,3,396.23,1329.09,379.37,357.48,1245.7,382.8,-17.25,-17.26,-322.32,-322.38,205.23,-5.32,-5.34,-1.9,-0.0399999999999999,-0.0399999999999999,0.25,-9.27,-9.27,4.75,2.3,2.35,-38.75,-83.39,3.43000000000001,7575,7692.15,-117.15,68,75.24,-7.24,420,424.52,-4.52,1628.5,1708.46,-79.96,19
"2022","00-0035250","Devin Singletary","RB","BUF",0,60,193,0,4,0,43,0,46.95,0,318,891,0,354.15,826.91,0,1,5,0,1.95,6.87,0,0,0,0,0,0,0,16,47,0,16.86,47.24,0,0,0,0.44,0,3,0,94.04,124.06,0,80.8,113.1,1209,1181.06,6,8.82,63,64.1,193.9,218.1,0,-3.95,0,-36.15,64.09,0,-0.95,-1.87,0,0,0,0,-0.86,-0.24,0,-0.44,0,-13.24,-10.96,27.94,-2.82,-1.1,-24.2,655,655,475,6268,6268,409,409,426.14,426.12,4908,4908,2402,5177.71,5177.71,2139.54,38,38,17,41.05,41.12,17.53,1,1,1,0.54,0.54,0.85,242,242,140,254.67,254.6,135.34,17,17,14.21,14.25,2,7,344.1,1191.45,321.5,316.32,1125.8,330.2,-17.14,-17.12,-269.71,-269.71,262.46,-3.05,-3.12,-0.53,0.46,0.46,0.15,-12.67,-12.6,4.66,2.79,2.75,-27.78,-65.65,8.7,7310,7317.25,-7.25000000000001,55,58.65,-3.65,382,389.94,-7.94,1456,1512.95,-56.95,18
"2022","00-0032257","Duke Johnson","RB","BUF",0,0,2,0,0,0,0,0,0,0,0,4,0,0,7.86,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,1,0,0,1.34,0,0,0,0,0,0,0,0,1.18,0,0,0.4,4,7.86,0,0.07,1,1.34,0.4,1.18,0,0,0,0,-3.86,0,0,-0.07,0,0,0,0,0,-0.34,0,0,0,0,-0.78,-3.86,-0.07,-0.34,-0.78,43,43,27,355,355,29,29,28.22,28.2,330,330,175,322.7,322.7,127.12,1,1,2,3.29,3.29,1.69,0,0,0,0,0,0,17,17,9,17.35,17.34,8.3,2,2,1,1.01,0,2,24.08,80.24,22.89,13.2,68,25.5,0.780000000000001,0.8,7.30000000000001,7.29999999999999,47.88,-2.29,-2.29,0.31,0,0,0,-0.350000000000001,-0.34,0.7,1,0.99,-10.88,-12.24,2.61,505,449.82,55.18,3,4.98,-1.98,26,25.64,0.36,93.5,103.13,-9.63,1
"2025","00-0039471","Frank Gore Jr.","RB","BUF",0,1,0,0,3,0,1,0,0.81,0,6,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.01,0,0,0,1.57,0,0,1.6,0,6,7.47,0,0,0,0.32,1.6,1.57,0,0.19,0,-1.47,0,0,0,0,0,0,0,0,-0.32,0,0,-0.01,0,0.03,0,-1.47,0,-0.32,0.03,35,35,26,277,277,28,28,25.2,25.21,273,273,79,293.37,293.37,93.4,1,1,2,0.63,0.62,1.65,0,0,0,0,0,0,12,12,8,14.42,14.41,8.55,0,0,0.68,0.68,0,0,12.89,58.31,19.21,14.92,61.3,19.9,2.8,2.79,-20.37,-20.37,-14.4,0.37,0.38,0.35,0,0,0,-2.42,-2.41,-0.55,-0.68,-0.68,2.03,2.99,0.690000000000001,352,386.77,-34.77,3,2.27,0.73,20,22.96,-2.96,81.2,77.52,3.68,1
