"season","player_id","full_name","position","posteam","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_two_point_conv_exp","rec_two_point_conv_exp","rush_two_point_conv_exp","pass_first_down","rec_first_down","rush_first_down","pass_first_down_exp","rec_first_down_exp","rush_first_down_exp","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_two_point_conv_diff","rec_two_point_conv_diff","rush_two_point_conv_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_interception_diff","rec_interception_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_first_down_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_two_point_conv_exp_team","rec_two_point_conv_exp_team","rush_two_point_conv_exp_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_first_down_exp_team","rec_first_down_exp_team","rush_first_down_exp_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_two_point_conv_diff_team","rec_two_point_conv_diff_team","rush_two_point_conv_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_first_down_diff_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","games"
"2025","00-0037157","Bam Knight","RB","ARI",0,31,82,0,37,0,22,0,23.04,0,160,269,0,170.67,326.99,0,1,4,0,1.24,4.93,0,0,0,0,0,0.37,0,10,21,0,8.16,23.27,0,0,0,0.38,0,1,0,47.42,63.13,0,44,48.9,429,497.66,5,6.17,31,31.43,92.9,110.55,0,-1.04,0,-10.67,-57.99,0,-0.24,-0.93,0,0,-0.37,0,1.84,-2.27,0,-0.38,0,-3.42,-14.23,-68.66,-1.17,-0.43,-17.65,419,419,221,3155,3155,280,280,279.45,279.49,2926,2926,907,2947.06,2947.06,956.41,18,18,8,22.48,22.52,10.16,1,1,0,1.53,1.53,0.37,143,143,59,141.63,141.62,67.82,6,6,9.84,9.86,1,3,191.26,712.11,157.21,179.04,680.6,132.7,0.549999999999998,0.51,-21.0600000000001,-21.06,-49.41,-4.48,-4.52,-2.16,-0.53,-0.53,-0.37,1.37,1.38,-8.82,-3.84,-3.86,-12.22,-31.51,-24.51,3833,3903.47,-70.47,26,32.68,-6.68,202,209.44,-7.44,813.3,869.32,-56.02,10
"2020","00-0034681","Chase Edmonds","RB","ARI",0,67,97,0,135,0,53,0,50.52,0,402,448,0,425.87,451.78,0,4,1,0,2.9,1.92,0,0,0,0,0,0,0,21,22,0,20.83,25.04,0,0,0,0.72,0,0,0,110.52,56.89,0,117.2,50.8,850,877.65,5,4.82,43,45.87,168,167.41,0,2.48,0,-23.87,-3.78,0,1.1,-0.92,0,0,0,0,0.17,-3.04,0,-0.72,0,6.68,-6.09,-27.65,0.18,-2.87,0.589999999999999,575,575,479,4460,4460,387,387,395.52,395.55,4102,4102,2237,4406.98,4407.01,2231.79,27,27,22,28.37,28.35,24.05,0,0,0,1.23,1.23,0.37,211,211,136,218.06,218.04,143.2,13,13,11.31,11.37,3,1,269.46,1008.81,368.26,246.08,953.2,353.7,-8.52,-8.55,-304.98,-305.01,5.20999999999998,-1.37,-1.35,-2.05,-1.23,-1.23,-0.37,-7.06,-7.04,-7.2,1.69,1.63,-23.38,-55.61,-14.56,6339,6638.8,-299.8,49,52.4,-3.4,347,361.24,-14.24,1306.9,1377.07,-70.17,16
"2021","00-0034681","Chase Edmonds","RB","ARI",0,54,124,0,40,0,43,0,43.18,0,311,620,0,361.2,550.87,0,0,2,0,1.3,3.94,0,0,0,0,0,0,0,11,34,0,13.55,30.51,0,0,0,0.46,1,0,0,87.15,78.81,0,72.1,74,931,912.07,2,5.24,45,44.06,146.1,165.96,0,-0.180000000000001,0,-50.2,69.13,0,-1.3,-1.94,0,0,0,0,-2.55,3.49,0,-0.46,0,-15.05,-4.81,18.93,-3.24,0.94,-19.86,449,449,376,3453,3453,311,311,313.66,313.66,3532,3532,1619,3469.06,3469.05,1598.76,22,22,17,25.42,25.42,16.29,0,0,0,1.18,1.18,0,161,161,103,167.21,167.19,100.8,10,10,8.43,8.4,1,0,225.97,815.49,257.82,209.28,794.2,263.9,-2.65999999999999,-2.66,62.9399999999999,62.95,20.24,-3.42,-3.42,0.71,-1.18,-1.18,0,-6.21,-6.19,2.2,1.57,1.6,-16.69,-21.29,6.08,5151,5067.81,83.19,39,41.71,-2.71,264,267.99,-3.99,1058.1,1073.31,-15.21,13
"2022","00-0033725","Corey Clement","RB","ARI",0,7,15,0,-4,0,5,0,4.79,0,54,55,0,32.6,60.72,0,0,1,0,0.02,0.74,0,0,0,0,0,0,0,3,6,0,1.79,4.51,0,0,0,0.08,0,0,0,8.23,10.49,0,10.4,11.5,109,93.32,1,0.76,9,6.3,21.9,18.72,0,0.21,0,21.4,-5.72,0,-0.02,0.26,0,0,0,0,1.21,1.49,0,-0.08,0,2.17,1.01,15.68,0.24,2.7,3.18,137,137,103,1160,1160,90,90,90.8,90.86,877,877,481,1003.6,1003.59,481.8,4,4,3,4.38,4.37,2.02,0,0,0,0,0,0,40,40,27,45.46,45.46,27.13,5,5,3.09,3.1,1,1,51.48,217.47,60.42,41.08,199.7,64.1,-0.800000000000003,-0.86,-126.6,-126.59,-0.799999999999994,-0.38,-0.37,0.98,0,0,0,-5.46,-5.46,-0.13,1.91,1.9,-10.4,-17.77,3.68,1358,1485.39,-127.39,7,6.39,0.61,67,72.59,-5.59,263.8,277.89,-14.09,4
"2025","00-0040556","Corey Kiner","RB","ARI",0,3,12,0,11,0,2,0,2.13,0,15,58,0,17.8,48.67,0,0,0,0,0.04,0.15,0,0,0,0,0,0,0,1,4,0,1.03,2.98,0,0,0,0.04,0,0,0,4.15,5.79,0,3.5,5.8,73,66.47,0,0.19,5,4.01,9.3,9.94,0,-0.13,0,-2.8,9.33,0,-0.04,-0.15,0,0,0,0,-0.03,1.02,0,-0.04,0,-0.65,0.0100000000000003,6.53,-0.19,0.99,-0.64,140,140,72,1020,1020,87,87,95.14,95.15,935,935,325,975.61,975.61,324.41,8,8,0,6.15,6.18,0.86,0,0,0,0.5,0.5,0,45,45,19,46.51,46.49,18.59,3,3,3.02,3,0,0,58.63,230.68,37.65,63.4,228.5,32.5,-8.14,-8.15,-40.61,-40.61,0.59,1.85,1.82,-0.86,-0.5,-0.5,0,-1.51,-1.49,0.41,-0.0199999999999999,-1.11022302462516e-16,4.77,-2.18,-5.15,1260,1300.02,-40.02,8,7.04,0.96,64,65.08,-1.08,261,268.33,-7.33,4
"2020","00-0032577","D.J. Foster","RB","ARI",0,1,2,0,4,0,1,0,0.79,0,7,2,0,7.12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.59,0.7,0,0,0,0.01,0,0,0,1.51,0.82,0,1.7,0.2,9,15.12,0,0,1,1.29,1.9,2.33,0,0.21,0,-0.12,-6,0,0,0,0,0,0,0,0.41,-0.7,0,-0.01,0,0.19,-0.62,-6.12,0,-0.29,-0.43,76,76,64,656,656,52,52,51.8,51.79,530,530,298,591.12,591.11,308.4,3,3,2,3.57,3.56,2.84,0,0,0,0.61,0.61,0,26,26,15,30.1,30.08,21.47,1,1,1.59,1.6,1,0,35.94,133.54,47.88,31.2,121,41.8,0.199999999999999,0.21,-61.12,-61.11,-10.4,-0.57,-0.56,-0.84,-0.61,-0.61,0,-4.1,-4.08,-6.47,-0.59,-0.6,-4.74,-12.54,-6.08,828,899.51,-71.51,5,6.4,-1.4,41,51.55,-10.55,162.8,181.42,-18.62,2
"2025","00-0035628","D'Ernest Johnson","RB","ARI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.96,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.88,0,0,0,0,5.96,0,0.05,0,0.27,0,0.88,0,0,0,0,-5.96,0,0,-0.05,0,0,0,0,0,-0.27,0,0,0,0,-0.88,-5.96,-0.05,-0.27,-0.88,36,36,28,312,312,25,25,23.7,23.69,279,279,94,255.37,255.38,125.65,2,2,0,1.94,1.95,0.42,0,0,0,0,0,0,13,13,5,12.06,12.07,8.48,0,0,1.15,1.16,0,0,15.68,60.88,15.09,19.16,64.9,9.4,1.3,1.31,23.63,23.62,-31.65,0.06,0.0500000000000001,-0.42,0,0,0,0.94,0.93,-3.48,-1.15,-1.16,3.48,4.02,-5.69,373,381.03,-8.03000000000001,2,2.37,-0.37,18,20.55,-2.55,74.3,75.97,-1.67,1
"2023","00-0030874","Damien Williams","RB","ARI",0,2,11,0,1,0,2,0,1.56,0,12,43,0,12.86,46.44,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0.7,2.22,0,0,0,0.01,0,0,0,2.9,4.76,0,3.2,4.3,55,59.3,0,0.01,1,2.92,7.5,7.66,0,0.44,0,-0.859999999999999,-3.44,0,0,-0.01,0,0,0,0,-0.7,-1.22,0,-0.01,0,0.3,-0.46,-4.3,-0.01,-1.92,-0.159999999999999,112,112,87,925,925,66,66,72.7,72.68,593,593,386,797.65,797.65,408.61,2,2,2,4.35,4.34,1.89,0,0,1,0.35,0.35,0.35,31,31,19,40.55,40.56,22.88,3,3,3.36,3.4,0,0,43.25,179.24,53.24,25.72,137.3,52.6,-6.7,-6.68,-204.65,-204.65,-22.61,-2.35,-2.34,0.11,-0.35,-0.35,0.65,-9.55,-9.56,-3.88,-0.36,-0.4,-17.53,-41.94,-0.64,979,1206.26,-227.26,4,6.23,-2.23,50,63.44,-13.44,189.9,232.48,-42.58,3
"2022","00-0034301","Darrel Williams","RB","ARI",0,8,21,0,-24,0,4,0,6.81,0,9,102,0,40.87,93.2,0,0,1,0,0.46,0.7,0,0,0,0,0,0,0,0,8,0,2.63,7.72,0,0,0,0.06,0,0,0,13.65,13.56,0,4.9,16.2,111,134.07,1,1.16,8,10.35,21.1,27.21,0,-2.81,0,-31.87,8.8,0,-0.46,0.3,0,0,0,0,-2.63,0.28,0,-0.06,0,-8.75,2.64,-23.07,-0.16,-2.35,-6.11,225,225,134,1360,1360,150,150,158.79,158.8,1374,1374,547,1554.01,1554.02,612.57,7,7,4,9.74,9.75,3.65,1,1,1,1.62,1.62,0.36,71,71,39,79.37,79.38,44.73,5,5,4.3,4.32,0,0,95.75,375.88,84.05,74.96,331.4,80.7,-8.79,-8.8,-180.01,-180.02,-65.57,-2.74,-2.75,0.35,-0.62,-0.62,0.64,-8.37,-8.38,-5.73,0.7,0.68,-20.79,-44.48,-3.35,1921,2166.59,-245.59,11,13.4,-2.4,110,124.11,-14.11,412.1,459.93,-47.83,5
"2024","00-0036425","DeeJay Dallas","RB","ARI",0,3,9,0,-9,0,3,0,2.27,0,11,49,0,13.12,32.69,0,1,0,0,0.52,0.05,0,0,0,0,0,0,0,1,4,0,0.95,2.28,0,0,0,0.03,0,0,0,6.73,3.6,0,10.1,4.9,60,45.81,1,0.57,5,3.23,15,10.33,0,0.73,0,-2.12,16.31,0,0.48,-0.05,0,0,0,0,0.0499999999999999,1.72,0,-0.03,0,3.37,1.3,14.19,0.43,1.77,4.67,191,191,176,1169,1169,138,138,135.86,135.9,1417,1417,993,1379.66,1379.67,766.43,7,7,12,11.81,11.8,9.54,0,0,0,0,0,0.49,72,72,54,73.73,73.75,48.89,3,3,3.08,3.14,1,2,96.23,344.66,135.06,78.68,319.7,167.3,2.14,2.1,37.34,37.33,226.57,-4.81,-4.8,2.46,0,0,-0.49,-1.73,-1.75,5.11,-0.0799999999999998,-0.14,-17.55,-24.96,32.24,2410,2146.1,263.9,19,21.34,-2.34,126,122.64,3.36,487,479.72,7.27999999999999,6
"2023","00-0038705","Emari Demercado","RB","ARI",0,30,58,0,27,0,21,0,22.68,0,119,284,0,170.26,278.71,0,0,2,0,0.51,0.62,0,0,0,0,0,0,0,4,12,0,7.39,15.15,0,0,0,0.31,0,0,0,42.79,31.59,0,32.9,40.4,403,448.97,2,1.13,16,22.54,73.3,74.38,0,-1.68,0,-51.26,5.28999999999999,0,-0.51,1.38,0,0,0,0,-3.39,-3.15,0,-0.31,0,-9.89,8.81,-45.97,0.87,-6.54,-1.08,390,390,298,3001,3001,249,249,255.97,255.95,2370,2370,1627,2697.19,2697.19,1361.32,15,15,11,14.64,14.61,8.51,0,0,3,2.43,2.43,1.91,121,121,84,133.03,133,78.23,8,8,10.56,10.61,0,0,150.19,618.41,191.62,138.8,576,234.7,-6.97,-6.95,-327.19,-327.19,265.68,0.36,0.39,2.49,-2.43,-2.43,1.09,-12.03,-12,5.77,-2.56,-2.61,-11.39,-42.41,43.08,3997,4058.51,-61.51,26,23.12,2.88,205,211.23,-6.23,810.7,810.03,0.670000000000009,11
"2024","00-0038705","Emari Demercado","RB","ARI",0,20,24,0,26,0,16,0,15.24,0,104,223,0,120.8,120.43,0,0,1,0,0.27,0.18,0,0,0,0,0,0,0,3,8,0,4.24,7.19,0,0,0,0.22,0,0,0,28.96,13.19,0,26.4,28.3,327,241.23,1,0.45,11,11.43,54.7,42.15,0,0.76,0,-16.8,102.57,0,-0.27,0.82,0,0,0,0,-1.24,0.81,0,-0.22,0,-2.56,15.11,85.77,0.55,-0.43,12.55,396,396,353,2765,2765,271,271,273.14,273.11,2862,2862,1818,2929.89,2929.91,1570.71,15,15,12,17.8,17.76,11.06,0,0,3,0,0,1.25,141,141,103,144.99,144.96,88.26,8,8,7.57,7.65,5,3,173.2,672.93,226.55,158.48,637.2,253.8,-2.14,-2.11,-67.89,-67.91,247.29,-2.8,-2.76,0.94,0,0,1.75,-3.99,-3.96,14.74,0.43,0.35,-14.72,-35.73,27.25,4680,4500.62,179.38,27,28.82,-1.82,244,233.22,10.78,891,899.48,-8.48,13
"2025","00-0038705","Emari Demercado","RB","ARI",0,20,44,0,12,0,13,0,15.13,0,101,312,0,110.7,206.62,0,1,0,0,1.04,0.84,0,0,0,0,0,0,0,3,9,0,4.96,10.27,0,0,0,0.26,0,1,0,32.44,25.67,0,29.1,29.2,413,317.32,1,1.88,12,15.23,58.3,58.11,0,-2.13,0,-9.7,105.38,0,-0.0399999999999999,-0.84,0,0,0,0,-1.96,-1.27,0,-0.26,0,-3.34,3.53,95.68,-0.88,-3.23,0.190000000000002,425,425,236,3000,3000,276,276,288.21,288.25,2805,2805,1060,2969.56,2969.55,1026.36,19,19,7,21.66,21.68,9.44,1,1,0,1.53,1.53,0.37,136,136,62,145.06,145.06,68.56,8,8,8.93,8.88,2,2,190.73,718.23,160.08,174.2,668.5,144,-12.21,-12.25,-164.56,-164.55,33.64,-2.66,-2.68,-2.44,-0.53,-0.53,-0.37,-9.06,-9.06,-6.56,-0.93,-0.88,-16.53,-49.73,-16.08,3865,3995.91,-130.91,26,31.12,-5.12,198,213.62,-15.62,812.5,878.31,-65.81,11
"2021","00-0036383","Eno Benjamin","RB","ARI",0,9,38,0,-8,0,8,0,7.4,0,68,126,0,52.93,169.49,0,0,1,0,0.1,0.51,0,0,0,0,0,0,0,6,4,0,2.82,9.28,0,0,0,0.06,0,0,0,13.22,19.99,0,14.8,18.6,194,222.42,1,0.61,10,12.1,33.4,33.21,0,0.6,0,15.07,-43.49,0,-0.1,0.49,0,0,0,0,3.18,-5.28,0,-0.06,0,1.58,-1.39,-28.42,0.39,-2.1,0.189999999999999,255,255,242,1744,1744,180,180,179.11,179.1,1791,1791,938,1887.2,1887.25,1030.97,11,11,10,11.69,11.68,10.13,0,0,0,1.06,1.06,0,88,88,56,91.24,91.23,67.56,4,4,4.57,4.52,0,1,115.34,440.22,164.11,107.64,425.1,151.8,0.890000000000002,0.9,-96.2,-96.25,-92.97,-0.69,-0.68,-0.13,-1.06,-1.06,0,-3.24,-3.23,-11.56,-0.57,-0.52,-7.7,-15.12,-12.31,2729,2918.22,-189.22,21,21.81,-0.81,144,158.79,-14.79,576.9,604.33,-27.43,8
"2022","00-0036383","Eno Benjamin","RB","ARI",0,33,70,0,-39,0,24,0,26.63,0,184,299,0,179.71,311.71,0,0,2,0,0.57,1.72,0,0,1,0,0,0.41,0,10,14,0,9.09,16.58,0,0,0,0.27,0,0,0,48.04,42.34,0,42.4,43.9,483,491.42,2,2.29,24,25.67,86.3,90.38,0,-2.63,0,4.28999999999999,-12.71,0,-0.57,0.28,0,0,0.59,0,0.91,-2.58,0,-0.27,0,-5.64,1.56,-8.42000000000001,-0.29,-1.67,-4.08,364,364,234,2389,2389,242,242,255.69,255.7,2180,2180,1053,2593.61,2593.66,1089.63,12,12,7,15.38,15.41,8.49,3,3,2,3.36,3.36,0.77,110,110,64,130.06,130.06,71.32,6,6,7.23,7.26,0,2,157.54,614.08,161.68,129.2,538,147.3,-13.69,-13.7,-413.61,-413.66,-36.63,-3.38,-3.41,-1.49,-0.36,-0.36,1.23,-20.06,-20.06,-7.32,-1.23,-1.26,-28.34,-76.08,-14.38,3233,3683.29,-450.29,19,23.9,-4.9,174,201.38,-27.38,685.3,775.76,-90.46,9
"2021","00-0033553","James Conner","RB","ARI",0,41,206,0,13,0,38,0,32.95,0,371,771,0,262.91,837.56,0,3,16,0,0.8,12.69,0,0,0,0,0,0,0,18,56,0,11.96,60.89,0,1,0,0.37,0,0,0,64.13,159.97,0,93.1,173.1,1142,1100.47,19,13.49,74,72.85,266.2,224.1,0,5.05,0,108.09,-66.56,0,2.2,3.31,0,0,0,0,6.04,-4.89,0,0.63,0,28.97,13.13,41.53,5.51,1.15,42.1,543,543,461,4062,4062,380,380,379.38,379.38,4216,4216,1877,4134.7,4134.74,1974.72,24,24,23,29.76,29.74,22,0,0,0,0.94,0.94,0,197,197,116,200.62,200.59,130.86,13,13,10.5,10.47,1,1,265.43,973.44,329.7,238.64,943.6,323.7,0.620000000000001,0.619999999999996,81.2999999999999,81.26,-97.72,-5.76,-5.74,1,-0.94,-0.94,0,-3.62,-3.59,-14.86,2.5,2.53,-26.79,-29.84,-6,6093,6109.46,-16.46,47,51.74,-4.74,313,331.45,-18.45,1267.3,1303.14,-35.84,16
"2022","00-0033553","James Conner","RB","ARI",0,58,183,0,-47,0,46,0,46.36,0,300,782,0,324.45,778.63,0,1,7,0,0.99,4.29,0,0,0,0,0,0,0,13,48,0,13.34,45.94,0,1,0,0.59,0,1,0,84.62,103.56,0,82,118.2,1082,1103.08,8,5.28,61,59.28,200.2,188.18,0,-0.360000000000001,0,-24.45,3.36999999999999,0,0.00999999999999985,2.71,0,0,0,0,-0.34,2.06,0,0.41,0,-2.62,14.64,-21.08,2.72,1.72,12.02,527,527,335,3582,3582,339,339,360.9,360.99,3005,3005,1453,3666.73,3666.79,1545.41,12,12,12,19.35,19.34,8.15,2,2,1,2.65,2.65,0.36,147,147,91,179.38,179.37,94.42,11,11,11.21,11.2,1,3,206.99,849.08,204.53,150.2,713.5,213.3,-21.9,-21.99,-661.73,-661.79,-92.41,-7.35,-7.34,3.85,-0.65,-0.65,0.64,-32.38,-32.37,-3.42,-0.21,-0.2,-56.79,-135.58,8.77,4458,5212.2,-754.2,24,27.49,-3.49,238,273.79,-35.79,926.8,1053.61,-126.81,13
"2023","00-0033553","James Conner","RB","ARI",0,33,208,0,-23,0,27,0,25.7,0,165,1040,0,177.48,860.61,0,2,7,0,1.13,5.89,0,0,0,0,1.01,0.77,0,11,57,0,8.4,41.41,0,0,0,0.31,0,0,0,52.33,123.05,0,55.5,146,1205,1038.09,9,7.02,68,49.81,201.5,175.38,0,1.3,0,-12.48,179.39,0,0.87,1.11,0,-1.01,-0.77,0,2.6,15.59,0,-0.31,0,3.17,22.95,166.91,1.98,18.19,26.12,423,423,363,3212,3212,278,278,281.36,281.36,2779,2779,1938,2981.22,2981.2,1611,16,16,15,15.03,14.98,12.3,0,0,2,2.59,2.59,1.89,139,139,105,141.36,141.32,89.74,7,7,10.42,10.43,0,1,163.77,674.96,238.98,161.16,651.9,285.8,-3.36,-3.36,-202.22,-202.2,327,0.97,1.02,2.7,-2.59,-2.59,0.11,-2.36,-2.32,15.26,-3.42,-3.43,-2.61,-23.06,46.82,4717,4592.2,124.8,31,27.28,3.72,244,231.06,12.94,937.7,913.94,23.76,13
"2024","00-0033553","James Conner","RB","ARI",0,55,236,0,-103,0,47,0,45.71,0,414,1094,0,326.24,987.48,0,1,8,0,1.12,9.6,0,0,2,0,0,0.85,0,17,67,0,15.48,55.47,0,2,0,0.37,2,0,0,85.03,158.37,0,90.4,161.4,1508,1313.72,9,10.72,84,70.95,251.8,243.4,0,1.29,0,87.76,106.52,0,-0.12,-1.6,0,0,1.15,0,1.52,11.53,0,1.63,0,5.37,3.02999999999999,194.28,-1.72,13.05,8.39999999999999,508,508,436,3474,3474,349,349,352.71,352.7,3617,3617,2300,3734.6,3734.63,1949.95,17,17,16,24.06,24,14.76,0,0,3,0,0,1.25,177,177,128,188.05,188.03,112.06,11,11,9.42,9.54,5,4,226.69,870.48,286.67,190.68,802.7,324,-3.71,-3.7,-117.6,-117.63,350.05,-7.06,-7,1.24,0,0,1.75,-11.05,-11.03,15.94,1.58,1.46,-36.01,-67.78,37.33,5917,5684.58,232.42,33,38.76,-5.76,305,300.09,4.91,1126.7,1157.15,-30.45,16
"2025","00-0033553","James Conner","RB","ARI",0,9,32,0,-9,0,8,0,6.95,0,38,95,0,48.21,134.05,0,1,1,0,0.88,1.65,0,0,0,0,0,0,0,4,7,0,2.32,9.49,0,0,0,0.1,0,0,0,17.05,23.25,0,17.8,15.5,133,182.26,2,2.53,11,11.81,33.3,40.3,0,1.05,0,-10.21,-39.05,0,0.12,-0.65,0,0,0,0,1.68,-2.49,0,-0.1,0,0.75,-7.75,-49.26,-0.53,-0.81,-7,89,89,77,503,503,60,60,63.07,63.07,542,542,334,632.39,632.39,361.57,4,4,1,5.29,5.27,3.61,0,0,0,0,0,0,29,29,17,31.5,31.45,21.58,1,1,1.58,1.56,0,0,43.3,158.02,57.82,35.68,138.2,39.4,-3.07,-3.07,-90.39,-90.39,-27.57,-1.29,-1.27,-2.61,0,0,0,-2.5,-2.45,-4.58,-0.58,-0.56,-7.62,-19.82,-18.42,876,993.96,-117.96,5,8.88,-3.88,46,53.03,-7.03,177.6,215.84,-38.24,3
"2020","00-0035924","Jonathan Ward","RB","ARI",0,1,0,0,-4,0,1,0,0.86,0,11,0,0,3.8,0,0,1,0,0,0.12,0,0,0,0,0,0,0,0,1,0,0,0.21,0,0,0,0,0.01,0,0,0,1.98,0,0,8.1,0,11,3.8,1,0.12,1,0.21,8.1,1.98,0,0.14,0,7.2,0,0,0.88,0,0,0,0,0,0.79,0,0,-0.01,0,6.12,0,7.2,0.88,0.79,6.12,27,27,18,213,213,19,19,18.74,18.75,192,192,48,192.86,192.88,83.2,1,1,0,0.73,0.73,0.36,0,0,0,0,0,0,10,10,4,7.75,7.76,3.42,1,1,0.71,0.72,0,0,9.18,42.36,10.53,9.68,44.2,4.8,0.259999999999999,0.250000000000001,-0.859999999999999,-0.880000000000005,-35.2,0.27,0.27,-0.36,0,0,0,2.25,2.24,0.58,0.29,0.28,0.5,1.84,-5.73,240,276.08,-36.08,1,1.09,-0.09,14,11.18,2.82,49,52.89,-3.89,1
"2021","00-0035924","Jonathan Ward","RB","ARI",0,4,9,0,13,0,3,0,3.17,0,34,33,0,35.04,36.24,0,0,0,0,0.05,0.03,0,0,0,0,0,0,0,1,3,0,2.09,2.07,0,0,0,0.03,0,0,0,6.93,3.85,0,6.4,3.3,67,71.28,0,0.08,4,4.16,9.7,10.78,0,-0.17,0,-1.04,-3.24,0,-0.05,-0.03,0,0,0,0,-1.09,0.93,0,-0.03,0,-0.53,-0.55,-4.28,-0.08,-0.16,-1.08,229,229,176,1734,1734,151,151,157.83,157.82,1567,1567,799,1716.64,1716.66,745.21,12,12,3,14.17,14.17,6.11,0,0,0,1.18,1.18,0,76,76,47,85.83,85.81,46.78,2,2,4.42,4.37,0,1,118.85,416.88,111.26,106.68,379.7,95.9,-6.83,-6.82,-149.64,-149.66,53.79,-2.17,-2.17,-3.11,-1.18,-1.18,0,-9.83,-9.81,0.22,-2.42,-2.37,-12.17,-37.18,-15.36,2366,2461.87,-95.87,15,20.28,-5.28,123,132.59,-9.59,475.6,528.14,-52.54,6
"2022","00-0037299","Keaontay Ingram","RB","ARI",0,5,27,0,-11,0,4,0,4.01,0,21,60,0,23.41,114.91,0,0,1,0,0.09,1.42,0,0,0,0,0,0,0,1,4,0,1.19,5.11,0,0,0,0.03,0,0,0,6.9,20.16,0,6.1,12,81,138.32,1,1.51,5,6.3,18.1,27.06,0,-0.00999999999999979,0,-2.41,-54.91,0,-0.09,-0.42,0,0,0,0,-0.19,-1.11,0,-0.03,0,-0.800000000000001,-8.16,-57.32,-0.51,-1.3,-8.96,361,361,251,2594,2594,235,235,244.24,244.31,2165,2165,1097,2524.32,2524.38,1173.67,7,7,10,10,10.01,8.35,1,1,1,1.07,1.07,0.41,93,93,62,117.21,117.23,64.62,12,12,7.91,7.92,1,4,127.31,558.91,168.55,92.6,493.5,163.7,-9.24,-9.31,-359.32,-359.38,-76.67,-3,-3.01,1.65,-0.07,-0.07,0.59,-24.21,-24.23,-2.62,4.09,4.08,-34.71,-65.41,-4.85,3262,3698.05,-436.05,17,18.36,-1.36,155,181.85,-26.85,657.2,727.46,-70.26,10
